"DATE","TOTAL_CASES","NEW_CASES","TOTAL_CONFIRMED","NEW_CONFIRMED","TOTAL_PROBABLE","NEW_PROBABLE","POS_TESTS","NEW_POS_TESTS","NEG_TESTS","NEW_NEG_TESTS","TOTAL_TESTS","NEW_TESTS","NEW_DEATHS","TOTAL_DEATHS","NEW_HOSPITALIZED","TOTAL_HOSPITALIZED","TOTAL_DEATHS_BY_DOD","Region","Population","New_cases_per_100k_per_week","PositivityRate_per_week","Tests_per_100k","New_cases_per_100k","PositivityPercentage_per_week"
2023-06-30,162023,12,118465,4,43558,8,127700,4,580841,29,708541,33,0,1617,0,2941,1623,"Knox County",470313,12.9700858789785,0.13953488372093,7.01660383616868,2.55149230406134,13.953488372093
2023-06-29,162011,10,118461,6,43550,4,127696,6,580812,76,708508,82,0,1617,0,2941,1623,"Knox County",470313,13.8205833136656,0.13,17.4351974110858,2.12624358671778,13
2023-06-28,162001,13,118455,6,43546,7,127690,6,580736,58,708426,64,0,1617,0,2941,1623,"Knox County",470313,13.6079589549938,0.11744966442953,13.6079589549938,2.76411666273312,11.744966442953
2023-06-27,161988,8,118449,5,43539,3,127684,7,580678,23,708362,30,0,1617,0,2941,1623,"Knox County",470313,13.6079589549938,0.122866894197952,6.37873076015334,1.70099486937423,12.2866894197952
2023-06-26,161980,10,118444,2,43536,8,127677,3,580655,35,708332,38,0,1617,0,2941,1623,"Knox County",470313,12.9700858789785,0.102739726027397,8.07972562952757,2.12624358671778,10.2739726027397
2023-06-25,161970,7,118442,2,43528,5,127674,2,580620,24,708294,26,0,1617,0,2941,1623,"Knox County",470313,13.1827102376502,0.102040816326531,5.52823332546623,1.48837051070245,10.2040816326531
2023-06-24,161963,10,118440,4,43523,6,127672,5,580596,68,708268,73,0,1617,0,2941,1623,"Knox County",470313,14.8837051070245,0.0953757225433526,15.5215781830398,2.12624358671778,9.53757225433526
2023-06-23,161953,14,118436,6,43517,8,127667,6,580528,32,708195,38,0,1617,0,2941,1623,"Knox County",470313,15.308953824368,0.0997150997150997,8.07972562952757,2.97674102140489,9.97150997150997
2023-06-22,161939,17,118430,7,43509,10,127661,8,580496,35,708157,43,0,1617,0,2941,1623,"Knox County",470313,16.7973243350705,0.118589743589744,9.14284742288646,3.61461409742023,11.8589743589744
2023-06-21,161922,14,118423,8,43499,6,127653,8,580461,84,708114,92,0,1617,0,2941,1623,"Knox County",470313,17.0099486937423,0.114705882352941,19.5614409978036,2.97674102140489,11.4705882352941
2023-06-20,161908,18,118415,9,43493,9,127645,10,580377,44,708022,54,1,1617,0,2941,1623,"Knox County",470313,19.13619228046,0.115384615384615,11.481715368276,3.82723845609201,11.5384615384615
2023-06-19,161890,3,118406,1,43484,2,127635,1,580333,23,707968,24,0,1616,0,2941,1623,"Knox County",470313,17.6478217697576,0.114285714285714,5.10298460812268,0.637873076015334,11.4285714285714
2023-06-18,161887,2,118405,0,43482,2,127634,0,580310,18,707944,18,0,1616,0,2941,1623,"Knox County",470313,16.5846999763987,0.111111111111111,3.82723845609201,0.425248717343556,11.1111111111111
2023-06-17,161885,1,118405,0,43480,1,127634,0,580292,25,707926,25,0,1616,0,2941,1623,"Knox County",470313,14.6710807483527,0.112244897959184,5.31560896679445,0.212624358671778,11.2244897959184
2023-06-16,161884,32,118405,5,43479,27,127634,5,580267,31,707901,36,0,1616,0,2941,1623,"Knox County",470313,18.4983192044447,0.10958904109589,7.65447691218401,6.8039794774969,10.958904109589
2023-06-15,161852,5,118400,4,43452,1,127629,7,580236,34,707865,41,1,1616,0,2941,1623,"Knox County",470313,15.9468269003834,0.106896551724138,8.7175987055429,1.06312179335889,10.6896551724138
2023-06-14,161847,11,118396,6,43451,5,127622,7,580202,42,707824,49,0,1615,0,2941,1623,"Knox County",470313,15.308953824368,0.121457489878543,10.4185935749171,2.33886794538956,12.1457489878543
2023-06-13,161836,17,118390,5,43446,12,127615,7,580160,28,707775,35,0,1615,0,2941,1623,"Knox County",470313,15.0963294656962,0.118421052631579,7.44185255351224,3.61461409742023,11.8421052631579
2023-06-12,161819,8,118385,2,43434,6,127608,3,580132,54,707740,57,0,1615,0,2941,1623,"Knox County",470313,16.1594512590551,0.111111111111111,12.1195884442914,1.70099486937423,11.1111111111111
2023-06-11,161811,6,118383,0,43428,6,127605,0,580078,21,707683,21,0,1615,0,2941,1623,"Knox County",470313,17.0099486937423,0.109848484848485,4.46511153210734,1.27574615203067,10.9848484848485
2023-06-10,161805,6,118383,1,43422,5,127605,1,580057,25,707662,26,0,1615,0,2941,1623,"Knox County",470313,18.0730704871011,0.113207547169811,5.52823332546623,1.27574615203067,11.3207547169811
2023-06-09,161799,6,118382,1,43417,5,127604,1,580032,34,707636,35,0,1615,0,2941,1623,"Knox County",470313,12.5448371616349,0.0984848484848485,7.44185255351224,1.27574615203067,9.84848484848485
2023-06-08,161793,17,118381,7,43412,10,127603,8,579998,30,707601,38,0,1615,0,2941,1622,"Knox County",470313,15.0963294656962,0.103448275862069,8.07972562952757,3.61461409742023,10.3448275862069
2023-06-07,161776,7,118374,2,43402,5,127595,2,579968,39,707563,41,0,1615,0,2941,1621,"Knox County",470313,14.2458320310091,0.0869565217391304,8.7175987055429,1.48837051070245,8.69565217391304
2023-06-06,161769,11,118372,7,43397,4,127593,8,579929,62,707522,70,0,1615,0,2941,1621,"Knox County",470313,12.9700858789785,0.0798611111111111,14.8837051070245,2.33886794538956,7.98611111111111
2023-06-05,161758,5,118365,0,43393,5,127585,3,579867,38,707452,41,0,1615,0,2941,1621,"Knox County",470313,12.3322128029631,0.0845588235294118,8.7175987055429,1.06312179335889,8.45588235294118
2023-06-04,161753,6,118365,3,43388,3,127582,3,579829,19,707411,22,0,1615,0,2941,1621,"Knox County",470313,12.3322128029631,0.0952380952380952,4.67773589077912,1.27574615203067,9.52380952380952
2023-06-03,161747,6,118362,4,43385,2,127579,4,579810,75,707389,79,0,1615,0,2941,1621,"Knox County",470313,12.3322128029631,0.0889570552147239,16.7973243350705,1.27574615203067,8.89570552147239
2023-06-02,161741,20,118358,6,43383,14,127575,10,579735,40,707310,50,0,1615,0,2941,1621,"Knox County",470313,15.308953824368,0.111436950146628,10.6312179335889,4.25248717343556,11.1436950146628
2023-06-01,161721,10,118352,2,43369,8,127565,3,579695,53,707260,56,1,1615,0,2941,1621,"Knox County",470313,13.8205833136656,0.0919220055710306,11.9069640856196,2.12624358671778,9.19220055710306
2023-05-31,161711,21,118350,13,43361,8,127562,13,579642,51,707204,64,0,1614,1,2941,1621,"Knox County",470313,16.7973243350705,0.115183246073298,13.6079589549938,4.46511153210734,11.5183246073298
2023-05-30,161690,10,118337,4,43353,6,127549,7,579591,39,707140,46,2,1614,0,2940,1621,"Knox County",470313,16.5846999763987,0.120111731843575,9.7807204989018,2.12624358671778,12.0111731843575
2023-05-29,161680,6,118333,3,43347,3,127542,3,579552,19,707094,22,0,1612,1,2940,1621,"Knox County",470313,16.7973243350705,0.126843657817109,4.67773589077912,1.27574615203067,12.6843657817109
2023-05-28,161674,5,118330,1,43344,4,127539,1,579533,28,707072,29,0,1612,0,2939,1621,"Knox County",470313,16.5846999763987,0.11849710982659,6.16610640148157,1.06312179335889,11.849710982659
2023-05-27,161669,4,118329,1,43340,3,127538,1,579505,18,707043,19,0,1612,0,2939,1621,"Knox County",470313,16.1594512590551,0.132867132867133,4.03986281476378,0.850497434687113,13.2867132867133
2023-05-26,161665,5,118328,4,43337,1,127537,4,579487,29,707024,33,2,1612,0,2939,1621,"Knox County",470313,12.9700858789785,0.118959107806691,7.01660383616868,1.06312179335889,11.8959107806691
2023-05-25,161660,21,118324,12,43336,9,127533,11,579458,59,706991,70,0,1610,0,2939,1621,"Knox County",470313,15.308953824368,0.141342756183746,14.8837051070245,4.46511153210734,14.1342756183746
2023-05-24,161639,21,118312,12,43327,9,127522,13,579399,94,706921,107,-1,1610,0,2939,1621,"Knox County",470313,15.308953824368,0.122699386503067,22.7508063778803,4.46511153210734,12.2699386503067
2023-05-23,161618,16,118300,7,43318,9,127509,7,579305,36,706814,43,0,1611,0,2939,1621,"Knox County",470313,16.5846999763987,0.123839009287926,9.14284742288646,3.40198973874845,12.3839009287926
2023-05-22,161602,11,118293,4,43309,7,127502,6,579269,30,706771,36,0,1611,0,2939,1620,"Knox County",470313,17.6478217697576,0.127596439169139,7.65447691218401,2.33886794538956,12.7596439169139
2023-05-21,161591,3,118289,1,43302,2,127496,1,579239,24,706735,25,1,1611,0,2939,1620,"Knox County",470313,17.222573052414,0.129129129129129,5.31560896679445,0.637873076015334,12.9129129129129
2023-05-20,161588,5,118288,1,43300,4,127495,1,579215,25,706710,26,0,1610,0,2939,1620,"Knox County",470313,17.4351974110858,0.126470588235294,5.52823332546623,1.06312179335889,12.6470588235294
2023-05-19,161583,19,118287,7,43296,12,127494,8,579190,91,706684,99,0,1610,0,2939,1620,"Knox County",470313,20.4119384324907,0.11576354679803,21.049811508506,4.03986281476378,11.576354679803
2023-05-18,161564,8,118280,2,43284,6,127486,3,579099,42,706585,45,0,1610,0,2939,1620,"Knox County",470313,17.6478217697576,0.102362204724409,9.56809614023002,1.70099486937423,10.2362204724409
2023-05-17,161556,12,118278,9,43278,3,127483,9,579057,72,706540,81,-1,1610,0,2939,1620,"Knox County",470313,15.7342025417116,0.0985915492957746,17.222573052414,2.55149230406134,9.85915492957746
2023-05-16,161544,15,118269,7,43275,8,127474,7,578985,42,706459,49,0,1611,0,2939,1620,"Knox County",470313,15.5215781830398,0.0969529085872576,10.4185935749171,3.18936538007667,9.69529085872576
2023-05-15,161529,28,118262,9,43267,19,127467,10,578943,90,706410,100,0,1611,0,2939,1620,"Knox County",470313,19.13619228046,0.0917647058823529,21.2624358671778,5.95348204280979,9.17647058823529
2023-05-14,161501,1,118253,0,43248,1,127457,0,578853,29,706310,29,0,1611,0,2939,1620,"Knox County",470313,18.7109435631165,0.0885780885780886,6.16610640148157,0.212624358671778,8.85780885780886
2023-05-13,161500,6,118253,1,43247,5,127457,1,578824,30,706281,31,0,1611,0,2939,1620,"Knox County",470313,18.9235679217883,0.0875576036866359,6.59135511882512,1.27574615203067,8.75576036866359
2023-05-12,161494,24,118252,13,43242,11,127456,12,578794,104,706250,116,0,1611,0,2939,1619,"Knox County",470313,19.9866897151471,0.0931263858093126,24.6644256059263,5.10298460812268,9.31263858093126
2023-05-11,161470,12,118239,2,43231,10,127444,2,578690,57,706134,59,1,1611,0,2939,1619,"Knox County",470313,20.8371871498343,0.0881720430107527,12.5448371616349,2.55149230406134,8.81720430107527
2023-05-10,161458,20,118237,13,43221,7,127442,13,578633,111,706075,124,0,1610,0,2939,1619,"Knox County",470313,22.5381820192085,0.0885826771653543,26.3654204753005,4.25248717343556,8.85826771653543
2023-05-09,161438,25,118224,18,43214,7,127429,18,578522,148,705951,166,0,1610,0,2939,1618,"Knox County",470313,24.6644256059263,0.0896,35.2956435395152,5.31560896679445,8.96
2023-05-08,161413,21,118206,10,43207,11,127411,11,578374,49,705785,60,0,1610,0,2939,1618,"Knox County",470313,23.1760550952238,0.0974358974358974,12.7574615203067,4.46511153210734,9.74358974358974
2023-05-07,161392,4,118196,2,43196,2,127400,2,578325,22,705725,24,0,1610,0,2939,1618,"Knox County",470313,23.8139281712392,0.101724137931034,5.10298460812268,0.850497434687113,10.1724137931034
2023-05-06,161388,15,118194,12,43194,3,127398,12,578303,143,705701,155,0,1610,0,2939,1617,"Knox County",470313,25.7275473992852,0.0994318181818182,32.9567755941256,3.18936538007667,9.94318181818182
2023-05-05,161373,14,118182,12,43191,2,127386,12,578160,143,705546,155,0,1610,0,2939,1617,"Knox County",470313,23.6013038125674,0.0942126514131898,32.9567755941256,2.97674102140489,9.42126514131898
2023-05-04,161359,11,118170,6,43189,5,127374,5,578017,71,705391,76,1,1610,0,2939,1617,"Knox County",470313,23.3886794538956,0.0960526315789474,16.1594512590551,2.33886794538956,9.60526315789474
2023-05-03,161348,14,118164,9,43184,5,127369,11,577946,109,705315,120,0,1609,0,2939,1617,"Knox County",470313,22.1129333018649,0.0939153439153439,25.5149230406134,2.97674102140489,9.39153439153439
2023-05-02,161334,19,118155,5,43179,14,127358,5,577837,38,705195,43,0,1609,0,2939,1617,"Knox County",470313,20.8371871498343,0.0916271721958926,9.14284742288646,4.03986281476378,9.16271721958926
2023-05-01,161315,18,118150,11,43165,7,127353,10,577799,153,705152,163,0,1609,1,2939,1617,"Knox County",470313,20.1993140738189,0.077445652173913,34.6577704634998,3.82723845609201,7.7445652173913
2023-04-30,161297,19,118139,14,43158,5,127343,14,577646,83,704989,97,0,1609,0,2938,1617,"Knox County",470313,23.3886794538956,0.0852904820766378,20.6245627911625,4.03986281476378,8.52904820766378
2023-04-29,161278,6,118125,0,43153,6,127329,0,577563,25,704892,25,0,1609,1,2938,1617,"Knox County",470313,21.4750602258496,0.0839469808541973,5.31560896679445,1.27574615203067,8.39469808541973
2023-04-28,161272,12,118125,3,43147,9,127329,3,577538,92,704867,95,0,1609,0,2937,1617,"Knox County",470313,21.049811508506,0.0775444264943457,20.1993140738189,2.55149230406134,7.75444264943457
2023-04-27,161260,22,118122,9,43138,13,127326,9,577446,156,704772,165,0,1609,0,2937,1617,"Knox County",470313,23.3886794538956,0.0734463276836158,35.0830191808434,4.67773589077912,7.34463276836158
2023-04-26,161238,12,118113,3,43125,9,127317,3,577290,44,704607,47,0,1609,0,2937,1617,"Knox County",470313,22.963430736552,0.0692913385826772,9.99334485757357,2.55149230406134,6.92913385826772
2023-04-25,161226,18,118110,5,43116,13,127314,5,577246,32,704560,37,0,1609,0,2937,1616,"Knox County",470313,22.7508063778803,0.0699523052464229,7.86710127085579,3.82723845609201,6.99523052464229
2023-04-24,161208,17,118105,10,43103,7,127309,11,577214,74,704523,85,0,1609,0,2937,1616,"Knox County",470313,22.5381820192085,0.0816696914700544,18.0730704871011,3.61461409742023,8.16696914700544
2023-04-23,161191,12,118095,9,43096,3,127298,9,577140,94,704438,103,0,1609,0,2937,1615,"Knox County",470313,21.049811508506,0.0718132854578097,21.9003089431931,2.55149230406134,7.18132854578097
2023-04-22,161179,5,118086,0,43093,5,127289,1,577046,37,704335,38,0,1609,0,2937,1615,"Knox County",470313,20.8371871498343,0.0719298245614035,8.07972562952757,1.06312179335889,7.19298245614035
2023-04-21,161174,15,118086,6,43088,9,127288,6,577009,80,704297,86,0,1609,0,2937,1614,"Knox County",470313,21.4750602258496,0.0784313725490196,18.2856948457729,3.18936538007667,7.84313725490196
2023-04-20,161159,19,118080,10,43079,9,127282,10,576929,129,704211,139,0,1609,0,2937,1614,"Knox County",470313,20.8371871498343,0.0841121495327103,29.5547858553772,4.03986281476378,8.41121495327103
2023-04-19,161140,12,118070,5,43070,7,127272,6,576800,83,704072,89,0,1609,0,2937,1613,"Knox County",470313,20.8371871498343,0.0831889081455806,18.9235679217883,2.55149230406134,8.31889081455806
2023-04-18,161128,16,118065,9,43063,7,127266,10,576717,86,703983,96,0,1609,0,2937,1613,"Knox County",470313,20.4119384324907,0.0833333333333333,20.4119384324907,3.40198973874845,8.33333333333333
2023-04-17,161112,17,118056,7,43056,10,127256,5,576631,53,703887,58,0,1609,0,2937,1613,"Knox County",470313,20.4119384324907,0.077175697865353,12.3322128029631,3.61461409742023,7.7175697865353
2023-04-16,161095,7,118049,4,43046,3,127251,3,576578,74,703829,77,0,1609,0,2937,1613,"Knox County",470313,19.3488166391318,0.0703259005145798,16.3720756177269,1.48837051070245,7.03259005145798
2023-04-15,161088,18,118045,3,43043,15,127248,3,576504,32,703752,35,0,1609,0,2937,1613,"Knox County",470313,22.1129333018649,0.0741379310344828,7.44185255351224,3.82723845609201,7.41379310344828
2023-04-14,161070,23,118042,10,43028,13,127245,10,576472,127,703717,137,0,1609,0,2937,1613,"Knox County",470313,23.8139281712392,0.0744849445324881,29.1295371380336,4.8903602494509,7.44849445324881
2023-04-13,161047,20,118032,10,43015,10,127235,10,576345,103,703580,113,0,1609,0,2937,1613,"Knox County",470313,24.0265525299109,0.0776859504132231,24.0265525299109,4.25248717343556,7.76859504132231
2023-04-12,161027,36,118022,22,43005,14,127225,21,576242,161,703467,182,0,1609,2,2937,1613,"Knox County",470313,29.1295371380336,0.0888252148997135,38.6976332782636,7.65447691218401,8.88252148997135
2023-04-11,160991,20,118000,7,42991,13,127204,7,576081,64,703285,71,1,1609,0,2935,1613,"Knox County",470313,29.9800345727207,0.087667161961367,15.0963294656962,4.25248717343556,8.7667161961367
2023-04-10,160971,27,117993,20,42978,7,127197,21,576017,101,703214,122,0,1608,0,2935,1613,"Knox County",470313,32.1062781594385,0.101763907734057,25.9401717579569,5.74085768413801,10.1763907734057
2023-04-09,160944,2,117973,1,42971,1,127176,1,575916,34,703092,35,0,1608,0,2935,1613,"Knox County",470313,31.0431563660796,0.105035971223022,7.44185255351224,0.425248717343556,10.5035971223022
2023-04-08,160942,7,117972,1,42970,6,127175,1,575882,44,703057,45,0,1608,0,2935,1612,"Knox County",470313,28.70428842069,0.100709219858156,9.56809614023002,1.48837051070245,10.0709219858156
2023-04-07,160935,10,117971,4,42964,6,127174,5,575838,76,703012,81,0,1608,0,2935,1612,"Knox County",470313,25.9401717579569,0.101694915254237,17.222573052414,2.12624358671778,10.1694915254237
2023-04-06,160925,23,117967,15,42958,8,127169,16,575762,114,702931,130,0,1608,0,2935,1611,"Knox County",470313,26.5780448339723,0.108108108108108,27.6411666273312,4.8903602494509,10.8108108108108
2023-04-05,160902,35,117952,23,42950,12,127153,23,575648,200,702801,223,0,1608,0,2935,1611,"Knox County",470313,26.3654204753005,0.104667609618105,47.4152319838065,7.44185255351224,10.4667609618105
2023-04-04,160867,32,117929,10,42938,22,127130,10,575448,122,702578,132,4,1608,0,2935,1610,"Knox County",470313,28.9169127793618,0.100260416666667,28.0664153446747,6.8039794774969,10.0260416666667
2023-04-03,160835,22,117919,12,42916,10,127120,12,575326,108,702446,120,0,1604,0,2935,1610,"Knox County",470313,27.8537909860029,0.0887728459530026,25.5149230406134,4.67773589077912,8.87728459530026
2023-04-02,160813,16,117907,3,42906,13,127108,4,575218,33,702326,37,0,1604,0,2935,1610,"Knox County",470313,30.8305320074078,0.0924479166666667,7.86710127085579,3.40198973874845,9.24479166666667
2023-04-01,160797,10,117904,4,42893,6,127104,4,575185,29,702289,33,0,1604,0,2935,1610,"Knox County",470313,31.4684050834232,0.0978835978835979,7.01660383616868,2.12624358671778,9.78835978835979
