"DATE","TOTAL_CASES","NEW_CASES","TOTAL_CONFIRMED","NEW_CONFIRMED","TOTAL_PROBABLE","NEW_PROBABLE","POS_TESTS","NEW_POS_TESTS","NEG_TESTS","NEW_NEG_TESTS","TOTAL_TESTS","NEW_TESTS","NEW_DEATHS","TOTAL_DEATHS","NEW_HOSPITALIZED","TOTAL_HOSPITALIZED","TOTAL_DEATHS_BY_DOD","Region","Population","New_cases_per_100k_per_week","PositivityRate_per_week","Tests_per_100k","New_cases_per_100k","PositivityPercentage_per_week"
2021-09-29,74500,356,59988,164,14512,192,65354,187,388024,1105,453378,1292,6,848,8,1956,920,"Knox County",470313,319.574411083683,0.150679176585912,274.710671403937,75.694271687153,15.0679176585912
2021-09-28,74144,337,59824,239,14320,98,65167,259,386919,766,452086,1025,2,842,1,1948,917,"Knox County",470313,346.79032899367,0.16828342471531,217.939967638573,71.6544088723892,16.828342471531
2021-09-27,73807,238,59585,161,14222,77,64908,186,386153,756,451061,942,7,840,13,1947,914,"Knox County",470313,331.481375169302,0.16301389485747,200.292145868815,50.6045973638832,16.301389485747
2021-09-26,73569,124,59424,99,14145,25,64722,117,385397,703,450119,820,2,833,1,1934,908,"Knox County",470313,336.371735418753,0.163721858079225,174.351974110858,26.3654204753005,16.3721858079225
2021-09-25,73445,110,59325,90,14120,20,64605,102,384694,699,449299,801,0,831,3,1933,903,"Knox County",470313,345.301958482968,0.164565634420389,170.312111296094,23.3886794538956,16.4565634420389
2021-09-24,73335,245,59235,166,14100,79,64503,183,383995,937,448498,1120,13,831,5,1930,896,"Knox County",470313,350.830191808434,0.167375497324736,238.139281712392,52.0929678745856,16.7375497324736
2021-09-23,73090,350,59069,243,14021,107,64320,268,383058,1370,447378,1638,14,818,9,1925,893,"Knox County",470313,374.21887126233,0.170463472113119,348.278699504373,74.4185255351224,17.0463472113119
2021-09-22,72740,252,58826,186,13914,66,64052,201,381688,1260,445740,1461,3,804,4,1916,890,"Knox County",470313,352.105937960465,0.168566670936339,310.644188019468,53.5813383852881,16.8566670936339
2021-09-21,72488,396,58640,215,13848,181,63851,228,380428,996,444279,1224,10,801,7,1912,881,"Knox County",470313,364.6507751221,0.16050462153385,260.252215014256,84.1992460340241,16.050462153385
2021-09-20,72092,427,58425,303,13667,124,63623,339,379432,1295,443055,1634,5,791,9,1905,877,"Knox County",470313,404.836778911066,0.165325362152219,347.428202069686,90.7906011528493,16.5325362152219
2021-09-19,71665,119,58122,87,13543,32,63284,96,378137,432,441421,528,1,786,8,1896,870,"Knox County",470313,403.773657117707,0.168570068998335,112.265661378699,25.3022986819416,16.8570068998335
2021-09-18,71546,221,58035,178,13511,43,63188,193,377705,1075,440893,1268,0,785,7,1888,862,"Knox County",470313,427.374960930274,0.169953792403922,269.607686795815,46.989983266463,16.9953792403922
2021-09-17,71325,541,57857,417,13468,124,62995,445,376630,1310,439625,1755,5,785,11,1881,849,"Knox County",470313,490.31177109712,0.186159023979806,373.155749468971,115.029778041432,18.6159023979806
2021-09-16,70784,580,57440,453,13344,127,62550,484,375320,1518,437870,2002,7,780,16,1870,844,"Knox County",470313,539.215373591629,0.201175040518639,425.6739660609,123.322128029631,20.1175040518639
2021-09-15,70204,338,56987,249,13217,89,62066,267,373802,807,435868,1074,6,773,5,1854,841,"Knox County",470313,557.501068437402,0.216341591987348,228.35856121349,71.867033231061,21.6341591987348
2021-09-14,69866,554,56738,442,13128,112,61799,477,372995,1406,434794,1883,12,767,8,1849,837,"Knox County",470313,591.095717107543,0.226833596214511,400.371667378958,117.793894704165,22.6833596214511
2021-09-13,69312,395,56296,293,13016,102,61322,328,371589,1134,432911,1462,20,755,15,1841,834,"Knox County",470313,584.291737630046,0.229643000401123,310.85681237814,83.9866216753524,22.9643000401123
2021-09-12,68917,383,56003,355,12914,28,60994,373,370455,1460,431449,1833,0,735,6,1826,825,"Knox County",470313,640.424568319396,0.227631462268334,389.740449445369,81.435129371291,22.7631462268334
2021-09-11,68534,854,55648,693,12886,161,60621,754,368995,2620,429616,3374,4,735,25,1820,817,"Knox County",470313,775.015787358631,0.233729358140925,717.39458615858,181.581202305699,23.3729358140925
2021-09-10,67680,1021,54955,745,12725,276,59867,804,366375,2512,426242,3316,1,731,24,1795,807,"Knox County",470313,877.075479521085,0.233337794432548,705.062373355616,217.089470203885,23.3337794432548
2021-09-09,66659,308,54210,167,12449,141,59063,172,363863,685,422926,857,1,730,18,1771,800,"Knox County",470313,819.241653962361,0.230089136893978,182.219075381714,65.4883024709077,23.0089136893978
2021-09-08,66351,291,54043,226,12308,65,58891,249,363178,837,422069,1086,5,729,11,1753,795,"Knox County",470313,809.248309104788,0.228585909782058,230.910053517551,61.8736883734874,22.8585909782058
2021-09-07,66060,407,53817,297,12243,110,58642,309,362341,979,420983,1288,3,724,12,1742,789,"Knox County",470313,777.992528380036,0.226165254237288,273.86017396925,86.5381139794137,22.6165254237288
2021-09-06,65653,979,53520,783,12133,196,58333,840,361362,3219,419695,4059,1,721,19,1730,788,"Knox County",470313,902.165153844355,0.221400113830393,863.042271848748,208.159247139671,22.1400113830393
2021-09-05,64674,971,52737,805,11937,166,57493,837,358143,2905,415636,3742,2,720,15,1711,785,"Knox County",470313,1027.18827674336,0.223733212955648,795.640350149794,206.458252270297,22.3733212955648
2021-09-04,63703,537,51932,384,11771,153,56656,404,355238,1185,411894,1589,2,718,10,1696,779,"Knox County",470313,959.786355044407,0.226830645667315,337.860105929456,114.179280606745,22.6830645667315
2021-09-03,63166,331,51548,237,11618,94,56252,249,354053,724,410305,973,5,716,8,1686,775,"Knox County",470313,813.07554756088,0.225099308518464,206.88350098764,70.3786627203586,22.5099308518464
2021-09-02,62835,314,51311,174,11524,140,56003,193,353329,541,409332,734,3,711,5,1678,770,"Knox County",470313,814.35129371291,0.228713532774107,156.066279265085,66.7640486229383,22.8713532774107
2021-09-01,62521,270,51137,208,11384,62,55810,220,352788,539,408598,759,2,708,2,1673,767,"Knox County",470313,809.886182180803,0.232197200243457,161.38188823188,57.4085768413801,23.2197200243457
2021-08-31,62251,594,50929,432,11322,162,55590,478,352249,1485,407839,1963,2,706,9,1671,764,"Knox County",470313,849.646937252425,0.23308488313192,417.3816160727,126.298869051036,23.308488313192
2021-08-30,61657,513,50497,407,11160,106,55112,432,350764,1328,405876,1760,9,704,13,1662,760,"Knox County",470313,750.563986111377,0.244184027777778,374.21887126233,109.076295998622,24.4184027777778
2021-08-29,61144,486,50090,411,11054,75,54680,445,349436,1188,404116,1633,1,695,5,1649,754,"Knox County",470313,647.441172155564,0.257252151737329,347.215577711014,103.335438314484,25.7252151737329
2021-08-28,60658,398,49679,304,10979,94,54235,322,348248,845,402483,1167,0,694,4,1644,747,"Knox County",470313,617.886386300187,0.260206919568361,248.132626569965,84.6244947513677,26.0206919568361
2021-08-27,60260,467,49375,370,10885,97,53913,386,347403,925,401316,1311,5,694,5,1640,744,"Knox County",470313,646.803299079549,0.265465851828026,278.750534218701,99.2955754997204,26.5465851828026
2021-08-26,59793,448,49005,345,10788,103,53527,366,346478,1123,400005,1489,5,689,0,1635,743,"Knox County",470313,675.294963141567,0.262745487006546,316.597670062278,95.2557126849566,26.2745487006546
2021-08-25,59345,351,48660,227,10685,124,53161,238,345355,504,398516,742,2,684,4,1635,738,"Knox County",470313,692.517536193981,0.264977645305514,157.767274134459,74.6311498937941,26.4977645305514
2021-08-24,58994,333,48433,221,10561,112,52923,234,344851,553,397774,787,4,682,5,1631,728,"Knox County",470313,637.022578580647,0.272584092698841,167.335370274689,70.8039114377021,27.2584092698841
2021-08-23,58661,285,48212,206,10449,79,52689,226,344298,653,396987,879,1,678,1,1626,728,"Knox County",470313,588.544224803482,0.276848151848152,186.896811272493,60.5979422214568,27.6848151848152
2021-08-22,58376,239,48006,218,10370,21,52463,234,343645,675,396108,909,2,677,0,1625,724,"Knox County",470313,536.026008211553,0.275398132894014,193.275542032646,50.817221722555,27.5398132894014
2021-08-21,58137,498,47788,376,10349,122,52229,408,342970,1499,395199,1907,0,675,8,1625,722,"Knox County",470313,557.288444078731,0.260717846460618,405.474651987081,105.886930618546,26.0717846460618
2021-08-20,57639,425,47412,330,10227,95,51821,356,341471,898,393292,1254,0,675,6,1617,719,"Knox County",470313,548.358221014516,0.258817622693611,266.63094577441,90.3653524355057,25.8817622693611
2021-08-19,57214,368,47082,253,10132,115,51465,262,340573,761,392038,1023,1,675,6,1611,716,"Knox County",470313,531.348272320774,0.261031862418344,217.514718921229,78.2457639912144,26.1031862418344
2021-08-18,56846,264,46829,194,10017,70,51203,200,339812,692,391015,892,2,674,5,1605,716,"Knox County",470313,512.849953116329,0.250947588550516,189.660927935226,56.1328306893494,25.0947588550516
2021-08-17,56582,260,46635,179,9947,81,51003,197,339120,829,390123,1026,0,672,5,1600,716,"Knox County",470313,497.328374933289,0.238656527249683,218.152591997244,55.2823332546623,23.8656527249683
2021-08-16,56322,180,46456,126,9866,54,50806,131,338291,333,389097,464,2,672,4,1595,713,"Knox County",470313,475.002817272752,0.239197324414716,98.6577024237051,38.2723845609201,23.9197324414716
2021-08-15,56142,203,46330,180,9812,23,50675,198,337958,679,388633,877,3,670,6,1591,713,"Knox County",470313,467.348340360568,0.235388956066102,186.471562555149,43.162744810371,23.5388956066102
2021-08-14,55939,220,46150,148,9789,72,50477,155,337279,618,387756,773,0,667,4,1585,712,"Knox County",470313,408.238768649814,0.237597083531463,164.358629253285,46.7773589077912,23.7597083531463
2021-08-13,55719,266,46002,205,9717,61,50322,219,336661,1163,386983,1382,1,667,5,1581,710,"Knox County",470313,374.431495621001,0.211589249650458,293.846863684397,56.558079406693,21.1589249650458
2021-08-12,55453,220,45797,144,9656,76,50103,149,335498,493,385601,642,2,666,8,1576,707,"Knox County",470313,342.963090537578,0.206241743725231,136.504838267282,46.7773589077912,20.6241743725231
2021-08-11,55233,316,45653,236,9580,80,49954,247,335005,757,384959,1004,1,664,10,1568,705,"Knox County",470313,354.019557188511,0.21011673151751,213.474856106465,67.1892973402819,21.011673151751
2021-08-10,54917,173,45417,109,9500,64,49707,121,334248,489,383955,610,1,663,2,1558,702,"Knox County",470313,335.521237984066,0.212100139082058,129.700858789785,36.7840140502176,21.2100139082058
2021-08-09,54744,199,45308,162,9436,37,49586,170,333759,541,383345,711,1,662,5,1556,698,"Knox County",470313,339.56110079883,0.209868311385231,151.175919015634,42.3122473756839,20.9868311385231
2021-08-08,54545,89,45146,67,9399,22,49416,75,333218,297,382634,372,1,661,5,1551,697,"Knox County",470313,315.321923910247,0.20677102293411,79.0962614259015,18.9235679217883,20.677102293411
2021-08-07,54456,104,45079,75,9377,29,49341,79,332921,469,382262,548,0,660,2,1546,697,"Knox County",470313,290.657498304321,0.201176693869805,116.518148552134,22.1129333018649,20.1176693869805
2021-08-06,54352,202,45004,147,9348,55,49262,163,332452,640,381714,803,0,660,10,1544,697,"Knox County",470313,277.049539349327,0.21407249466951,170.737360013438,42.9501204516992,21.407249466951
2021-08-05,54150,173,44857,130,9293,43,49099,146,331812,641,380911,787,2,660,4,1534,696,"Knox County",470313,267.056194491753,0.207032057911065,167.335370274689,36.7840140502176,20.7032057911065
2021-08-04,53977,145,44727,101,9250,44,48953,104,331171,520,380124,624,1,658,4,1530,694,"Knox County",470313,230.697429158879,0.192592592592593,132.67759981119,30.8305320074078,19.2592592592593
2021-08-03,53832,240,44626,177,9206,63,48849,183,330651,614,379500,797,0,657,6,1526,693,"Knox County",470313,244.943261189888,0.19819043515726,169.461613861407,51.0298460812268,19.819043515726
2021-08-02,53592,97,44449,75,9143,22,48666,82,330037,424,378703,506,2,657,3,1520,690,"Knox County",470313,223.255576605367,0.187514086094208,107.58792548792,20.6245627911625,18.7514086094208
2021-08-01,53495,105,44374,89,9121,16,48584,99,329613,410,378197,509,0,655,2,1517,690,"Knox County",470313,226.657566344116,0.187144731088763,108.225798563935,22.3255576605367,18.7144731088763
2021-07-31,53390,103,44285,63,9105,40,48485,68,329203,306,377688,374,1,655,6,1515,688,"Knox County",470313,226.444941985444,0.192045454545455,79.521510143245,21.9003089431931,19.2045454545455
2021-07-30,53287,118,44222,83,9065,35,48417,91,328897,171,377314,262,1,654,0,1509,688,"Knox County",470313,208.584495857014,0.200310961388961,55.7075819720059,25.0896743232698,20.0310961388961
2021-07-29,53169,118,44139,67,9030,51,48326,69,328726,358,377052,427,0,653,2,1509,687,"Knox County",470313,196.890156130067,0.198913975421549,90.7906011528493,25.0896743232698,19.8913975421549
2021-07-28,53051,130,44072,89,8979,41,48257,94,328368,395,376625,489,0,653,4,1507,686,"Knox County",470313,193.70079074999,0.203923900118906,103.9733113905,27.6411666273312,20.3923900118906
2021-07-27,52921,117,43983,78,8938,39,48163,84,327973,367,376136,451,0,653,4,1503,686,"Knox County",470313,167.547994633361,0.194499668654738,95.893585760972,24.877049964598,19.4499668654738
2021-07-26,52804,98,43905,74,8899,24,48079,79,327606,273,375685,352,1,653,4,1499,686,"Knox County",470313,167.760618992033,0.20391061452514,74.8437742524659,20.8371871498343,20.391061452514
2021-07-25,52706,51,43831,43,8875,8,48000,44,327333,238,375333,282,3,652,5,1495,686,"Knox County",470313,156.278903623757,0.200606750094805,59.9600691454414,10.8438422922607,20.0606750094805
2021-07-24,52655,66,43788,44,8867,22,47956,45,327095,263,375051,308,0,649,1,1490,685,"Knox County",470313,148.411802352901,0.196810579541035,65.4883024709077,14.0332076723374,19.6810579541035
2021-07-23,52589,56,43744,30,8845,26,47911,32,326832,233,374743,265,1,649,3,1489,683,"Knox County",470313,135.229092115251,0.173659673659674,56.3454550480212,11.9069640856196,17.3659673659674
2021-07-22,52533,95,43714,70,8819,25,47879,79,326599,355,374478,434,0,648,3,1486,682,"Knox County",470313,130.3387318658,0.17706315381635,92.2789716635517,20.1993140738189,17.706315381635
2021-07-21,52438,61,43644,47,8794,14,47800,46,326244,312,374044,358,1,648,1,1483,682,"Knox County",470313,115.667651117447,0.166938775510204,76.1195204044966,12.9700858789785,16.6938775510204
2021-07-20,52377,77,43597,42,8780,35,47754,44,325932,211,373686,255,0,647,3,1482,682,"Knox County",470313,107.162676770576,0.163708961845608,54.2192114613034,16.3720756177269,16.3708961845608
2021-07-19,52300,49,43555,37,8745,12,47710,42,325721,254,373431,296,0,647,0,1479,682,"Knox County",470313,96.7440831956591,0.151046405823476,62.9368101668463,10.4185935749171,15.1046405823476
2021-07-18,52251,36,43518,30,8733,6,47668,31,325467,203,373135,234,0,647,1,1479,682,"Knox County",470313,93.5547178155824,0.148372093023256,49.7540999291961,7.65447691218401,14.8372093023256
2021-07-17,52215,29,43488,22,8727,7,47637,23,325264,162,372901,185,0,647,1,1478,681,"Knox County",470313,85.6876165447266,0.146521953626048,39.335506354279,6.16610640148157,14.6521953626048
2021-07-16,52186,37,43466,21,8720,16,47614,22,325102,220,372716,242,0,647,1,1477,681,"Knox County",470313,81.6477537299628,0.143213572854291,51.4550947985703,7.86710127085579,14.3213572854291
2021-07-15,52149,55,43445,42,8704,13,47592,44,324882,286,372474,330,-1,647,1,1476,681,"Knox County",470313,73.1427793830917,0.132631578947368,70.1660383616868,11.6943397269478,13.2631578947368
2021-07-14,52094,21,43403,17,8691,4,47548,16,324596,199,372144,215,0,648,2,1475,681,"Knox County",470313,64.6378050362206,0.126351735913489,45.7142371144323,4.46511153210734,12.6351735913489
2021-07-13,52073,42,43386,26,8687,16,47532,29,324397,265,371929,294,3,648,3,1473,681,"Knox County",470313,57.1959524827083,0.115256124721604,62.5115614495028,8.93022306421468,11.5256124721604
2021-07-12,52031,29,43360,23,8671,6,47503,25,324132,186,371635,211,0,645,1,1470,681,"Knox County",470313,52.9434653092728,0.11104617182934,44.8637396797452,6.16610640148157,11.104617182934
2021-07-11,52002,8,43337,3,8665,5,47478,4,323946,107,371424,111,0,645,0,1469,680,"Knox County",470313,46.989983266463,0.10264483627204,23.6013038125674,1.70099486937423,10.264483627204
2021-07-10,51994,20,43334,16,8660,4,47474,16,323839,153,371313,169,0,645,2,1469,680,"Knox County",470313,45.076364038417,0.099236641221374,35.9335166155305,4.25248717343556,9.9236641221374
2021-07-09,51974,26,43318,20,8656,6,47458,20,323686,242,371144,262,0,645,0,1467,680,"Knox County",470313,42.7374960930274,0.0967336683417085,55.7075819720059,5.52823332546623,9.67336683417085
2021-07-08,51948,19,43298,14,8650,5,47438,16,323444,240,370882,256,0,645,0,1467,679,"Knox County",470313,35.0830191808434,0.08300395256917,54.4318358199752,4.03986281476378,8.300395256917
2021-07-07,51929,18,43284,5,8645,13,47422,5,323204,228,370626,233,1,645,1,1467,677,"Knox County",470313,34.4451461048281,0.0748697916666667,49.5414755705243,3.82723845609201,7.48697916666667
2021-07-06,51911,24,43279,9,8632,15,47417,13,322976,216,370393,229,0,644,2,1466,677,"Knox County",470313,30.6179076487361,0.0673011556764106,48.6909781358372,5.10298460812268,6.73011556764106
2021-07-05,51887,10,43270,7,8617,3,47404,6,322760,77,370164,83,0,644,1,1464,677,"Knox County",470313,26.5780448339723,0.0595681310498883,17.6478217697576,2.12624358671778,5.95681310498883
2021-07-04,51877,8,43263,7,8614,1,47398,7,322683,103,370081,110,0,644,1,1463,677,"Knox County",470313,26.5780448339723,0.0618479880774963,23.3886794538956,1.70099486937423,6.18479880774963
2021-07-03,51869,9,43256,7,8613,2,47391,7,322580,116,369971,123,0,644,1,1462,677,"Knox County",470313,24.2391768885827,0.0570987654320988,26.1527961166287,1.913619228046,5.70987654320988
2021-07-02,51860,17,43249,13,8611,4,47384,17,322464,262,369848,279,-1,644,0,1461,677,"Knox County",470313,22.3255576605367,0.0540746382330541,59.3221960694261,3.61461409742023,5.40746382330541
2021-07-01,51843,18,43236,15,8607,3,47367,17,322202,168,369569,185,-1,645,1,1461,677,"Knox County",470313,22.1129333018649,0.0579710144927536,39.335506354279,3.82723845609201,5.79710144927536
2021-06-30,51825,18,43221,12,8604,6,47350,11,322034,219,369384,230,0,646,0,1460,677,"Knox County",470313,22.1129333018649,0.062953995157385,48.903602494509,3.82723845609201,6.2953995157385
2021-06-29,51807,21,43209,16,8598,5,47339,19,321815,306,369154,325,0,646,1,1460,677,"Knox County",470313,21.4750602258496,0.0629213483146067,69.1029165683279,4.46511153210734,6.29213483146067
2021-06-28,51786,9,43193,2,8593,7,47320,2,321509,91,368829,93,0,646,0,1459,677,"Knox County",470313,21.2624358671778,0.0594795539033457,19.7740653564754,1.913619228046,5.94795539033457
2021-06-27,51777,5,43191,3,8586,2,47318,3,321418,101,368736,104,0,646,0,1459,677,"Knox County",470313,20.6245627911625,0.0567587752053772,22.1129333018649,1.06312179335889,5.67587752053771
2021-06-26,51772,3,43188,2,8584,1,47315,2,321317,116,368632,118,0,646,0,1459,677,"Knox County",470313,19.3488166391318,0.0532233883058471,25.0896743232698,0.637873076015334,5.32233883058471
2021-06-25,51769,13,43186,9,8583,4,47313,11,321201,214,368514,225,0,646,0,1459,677,"Knox County",470313,18.4983192044447,0.05078125,47.8404807011501,2.76411666273312,5.078125
2021-06-24,51756,14,43177,9,8579,5,47302,10,320987,277,368289,287,1,646,1,1459,677,"Knox County",470313,17.6478217697576,0.0419681620839363,61.0231909388003,2.97674102140489,4.19681620839363
2021-06-23,51742,13,43168,6,8574,7,47292,8,320710,203,368002,211,0,645,0,1458,676,"Knox County",470313,16.5846999763987,0.0403521643433602,44.8637396797452,2.76411666273312,4.03521643433602
2021-06-22,51729,14,43162,5,8567,9,47284,5,320507,189,367791,194,2,645,1,1458,675,"Knox County",470313,15.0963294656962,0.0332792207792208,41.249125582325,2.97674102140489,3.32792207792208
2021-06-21,51715,9,43157,8,8558,1,47279,9,320318,225,367597,234,0,643,1,1457,674,"Knox County",470313,15.0963294656962,0.0349599417334304,49.7540999291961,1.913619228046,3.49599417334304
2021-06-20,51706,3,43149,2,8557,1,47270,3,320093,124,367363,127,1,643,0,1456,674,"Knox County",470313,14.6710807483527,0.0343839541547278,27.0032935513158,0.637873076015334,3.43839541547278
2021-06-19,51703,3,43147,1,8556,2,47267,1,319969,126,367236,127,0,642,0,1456,674,"Knox County",470313,14.6710807483527,0.0334519572953737,27.0032935513158,0.637873076015334,3.34519572953737
2021-06-18,51700,5,43146,3,8554,2,47266,3,319843,201,367109,204,1,642,0,1456,674,"Knox County",470313,12.9700858789785,0.0281791907514451,43.3753691690427,1.06312179335889,2.81791907514451
2021-06-17,51695,12,43143,8,8552,4,47263,9,319642,413,366905,422,0,641,0,1456,674,"Knox County",470313,12.5448371616349,0.0250164581961817,89.7274793594904,2.55149230406134,2.50164581961817
2021-06-16,51683,7,43135,4,8548,3,47254,4,319229,245,366483,249,1,641,0,1456,673,"Knox County",470313,11.2690910096042,0.0218368657675016,52.9434653092728,1.48837051070245,2.18368657675016
2021-06-15,51676,13,43131,9,8545,4,47250,14,318984,338,366234,352,0,640,0,1456,673,"Knox County",470313,11.0564666509325,0.0250728862973761,74.8437742524659,2.76411666273312,2.50728862973761
2021-06-14,51663,7,43122,2,8541,5,47236,3,318646,175,365882,178,1,640,0,1456,673,"Knox County",470313,10.6312179335889,0.0223025919228451,37.8471358435765,1.48837051070245,2.23025919228451
2021-06-13,51656,3,43120,3,8536,0,47233,4,318471,104,365704,108,0,639,1,1456,673,"Knox County",470313,10.6312179335889,0.0231707317073171,22.963430736552,0.637873076015334,2.31707317073171
2021-06-12,51653,2,43117,1,8536,1,47229,1,318367,141,365596,142,0,639,0,1455,673,"Knox County",470313,10.4185935749171,0.0229607250755287,30.1926589313925,0.425248717343556,2.29607250755287
2021-06-11,51651,7,43116,3,8535,4,47228,2,318226,237,365454,239,0,639,0,1455,672,"Knox County",470313,10.8438422922607,0.0218934911242604,50.817221722555,1.48837051070245,2.18934911242604
2021-06-10,51644,7,43113,4,8531,3,47226,5,317989,253,365215,258,0,639,0,1455,671,"Knox County",470313,9.7807204989018,0.0216251638269987,54.8570845373188,1.48837051070245,2.16251638269987
2021-06-09,51637,2,43109,1,8528,1,47221,1,317736,232,364957,233,1,639,0,1455,671,"Knox County",470313,8.7175987055429,0.0198675496688742,49.5414755705243,0.425248717343556,1.98675496688742
2021-06-08,51635,5,43108,3,8527,2,47220,4,317504,207,364724,211,1,638,0,1455,670,"Knox County",470313,7.01660383616868,0.014609203798393,44.8637396797452,1.06312179335889,1.4609203798393
2021-06-07,51630,16,43105,10,8525,6,47216,10,317297,230,364513,240,0,637,2,1455,669,"Knox County",470313,8.93022306421468,0.0188679245283019,51.0298460812268,3.40198973874845,1.88679245283019
2021-06-06,51614,4,43095,2,8519,2,47206,2,317067,135,364273,137,0,637,0,1453,669,"Knox County",470313,9.14284742288646,0.0171232876712329,29.1295371380336,0.850497434687113,1.71232876712329
2021-06-05,51610,5,43093,2,8517,3,47204,3,316932,188,364136,191,0,637,0,1453,668,"Knox County",470313,9.7807204989018,0.0178926441351889,40.6112525063096,1.06312179335889,1.78926441351889
2021-06-04,51605,7,43091,2,8514,5,47201,3,316744,245,363945,248,1,637,0,1453,668,"Knox County",470313,9.7807204989018,0.0184453227931489,52.730840950601,1.48837051070245,1.84453227931489
2021-06-03,51598,7,43089,4,8509,3,47198,6,316499,297,363697,303,0,636,0,1453,668,"Knox County",470313,9.7807204989018,0.018554062699936,64.4251806775488,1.48837051070245,1.8554062699936
2021-06-02,51591,20,43085,7,8506,13,47192,6,316202,218,363394,224,0,636,1,1453,668,"Knox County",470313,13.6079589549938,0.0218790218790219,47.6278563424783,4.25248717343556,2.18790218790219
2021-06-01,51571,12,43078,9,8493,3,47186,10,315984,201,363170,211,0,636,1,1452,668,"Knox County",470313,15.0963294656962,0.0257400257400257,44.8637396797452,2.55149230406134,2.57400257400257
2021-05-31,51559,17,43069,14,8490,3,47176,12,315783,265,362959,277,0,636,0,1451,668,"Knox County",470313,15.308953824368,0.0263984915147706,58.8969473520825,3.61461409742023,2.63984915147706
2021-05-30,51542,3,43055,1,8487,2,47164,1,315518,153,362682,154,0,636,0,1451,668,"Knox County",470313,15.0963294656962,0.0254975124378109,32.7441512354538,0.637873076015334,2.54975124378109
2021-05-29,51539,14,43054,8,8485,6,47163,6,315365,137,362528,143,0,636,1,1451,667,"Knox County",470313,17.0099486937423,0.0282051282051282,30.4052832900643,2.97674102140489,2.82051282051282
2021-05-28,51525,10,43046,6,8479,4,47157,10,315228,262,362385,272,0,636,1,1450,665,"Knox County",470313,17.6478217697576,0.0321969696969697,57.8338255587237,2.12624358671778,3.21969696969697
2021-05-27,51515,23,43040,8,8475,15,47147,9,314966,254,362113,263,0,636,1,1449,665,"Knox County",470313,21.049811508506,0.0349740932642487,55.9202063306777,4.8903602494509,3.49740932642487
2021-05-26,51492,16,43032,8,8460,8,47138,11,314712,423,361850,434,0,636,0,1448,665,"Knox County",470313,20.1993140738189,0.0336374002280502,92.2789716635517,3.40198973874845,3.36374002280502
2021-05-25,51476,18,43024,8,8452,10,47127,7,314289,230,361416,237,0,636,1,1448,665,"Knox County",470313,21.4750602258496,0.0314606741573034,50.3919730052114,3.82723845609201,3.14606741573034
2021-05-24,51458,25,43016,21,8442,4,47120,24,314059,336,361179,360,0,636,1,1447,665,"Knox County",470313,23.1760550952238,0.0365002683843264,76.5447691218401,5.31560896679445,3.65002683843264
2021-05-23,51433,16,42995,8,8438,8,47096,8,313723,161,360819,169,1,636,1,1446,664,"Knox County",470313,25.9401717579569,0.0399361022364217,35.9335166155305,3.40198973874845,3.99361022364217
2021-05-22,51417,8,42987,4,8430,4,47088,4,313562,210,360650,214,0,635,0,1445,663,"Knox County",470313,24.6644256059263,0.0374551051821447,45.5016127557605,1.70099486937423,3.74551051821447
2021-05-21,51409,15,42983,11,8426,4,47084,13,313352,276,360436,289,0,635,1,1445,663,"Knox County",470313,25.7275473992852,0.0386571719226857,61.4484396561439,3.18936538007667,3.86571719226857
2021-05-20,51394,34,42972,26,8422,8,47071,27,313076,427,360147,454,0,635,1,1444,662,"Knox County",470313,28.0664153446747,0.0435790449698656,96.5314588369873,7.22922819484046,4.35790449698656
2021-05-19,51360,14,42946,6,8414,8,47044,6,312649,389,359693,395,0,635,1,1443,661,"Knox County",470313,27.6411666273312,0.0420207743153919,83.9866216753524,2.97674102140489,4.20207743153919
2021-05-18,51346,24,42940,14,8406,10,47038,14,312260,337,359298,351,1,635,0,1442,661,"Knox County",470313,28.9169127793618,0.043010752688172,74.6311498937941,5.10298460812268,4.3010752688172
2021-05-17,51322,15,42926,8,8396,7,47024,8,311923,290,358947,298,0,634,0,1442,660,"Knox County",470313,26.790669192644,0.0368663594470046,63.3620588841899,3.18936538007667,3.68663594470046
2021-05-16,51307,22,42918,13,8389,9,47016,12,311633,174,358649,186,1,634,1,1442,660,"Knox County",470313,28.0664153446747,0.0384087791495199,39.5481307129507,4.67773589077912,3.84087791495199
2021-05-15,51285,23,42905,13,8380,10,47004,17,311459,246,358463,263,0,633,2,1441,659,"Knox County",470313,31.2557807247514,0.0433810375670841,55.9202063306777,4.8903602494509,4.33810375670841
2021-05-14,51262,36,42892,25,8370,11,46987,26,311213,391,358200,417,0,633,4,1439,658,"Knox County",470313,35.7208922568587,0.0465313028764805,88.6643575661315,7.65447691218401,4.65313028764805
2021-05-13,51226,31,42867,17,8359,14,46961,17,310822,254,357783,271,0,633,0,1435,658,"Knox County",470313,35.0830191808434,0.0458505272810637,57.6212012000519,6.59135511882512,4.58505272810637
2021-05-12,51195,34,42850,28,8345,6,46944,26,310568,382,357512,408,0,633,0,1435,658,"Knox County",470313,39.335506354279,0.0546946216955333,86.7507383380855,7.22922819484046,5.46946216955333
2021-05-11,51161,36,42822,30,8339,6,46918,31,310186,418,357104,449,0,633,4,1435,658,"Knox County",470313,41.8869986583403,0.0597731239092496,95.4683370436284,7.65447691218401,5.97731239092496
