"School","Student_Enrolled","Student_Present","Student_Present_Percent","Student_Active_Cases","Staff_Employed","Staff_Present","Staff_Present_Percent","Staff_Active_Cases","Date","Level","Student_Maximum_Active_Cases","Staff_Maximum_Active_Cases"
"Rocky Hill Elementary School","698","672",96.28,"<89>15\"" style=\""background-color: transparent; color: rgb(0, 0, 0); border-bottom-color: rgb(209, 209, 209); text-align: center; min-width: 124.213px; width: 124.213px;\""><89>15","79","71",89.87,"0",2022-01-15 22:17:00,"Elementary",NA,0
"Sam E. Hill Primary School","152","142",93.42,"0","40","33",82.5,"<89>5\"" style=\""background-color: rgb(224, 224, 224); color: rgb(0, 0, 0); border-bottom-color: rgb(209, 209, 209); text-align: center; min-width: 107.385px; width: 107.385px;\""><89>5",2022-01-15 22:17:00,"Other",0,NA
"Sarah Moore Greene Magnet Academy","487","435",89.32,"<89>5\"" style=\""background-color: transparent; color: rgb(0, 0, 0); border-bottom-color: rgb(209, 209, 209); text-align: center; min-width: 124.213px; width: 124.213px;\""><89>5","93","84",90.32,"<89>5\"" style=\""background-color: transparent; color: rgb(0, 0, 0); border-bottom-color: rgb(209, 209, 209); text-align: center; min-width: 107.385px; width: 107.385px;\""><89>5",2022-01-15 22:17:00,"Elementary",NA,NA
"Sequoyah Elementary School","470","435",92.55,"<89>5\"" style=\""background-color: rgb(224, 224, 224); color: rgb(0, 0, 0); border-bottom-color: rgb(209, 209, 209); text-align: center; min-width: 124.213px; width: 124.213px;\""><89>5","46","44",95.65,"0",2022-01-15 22:17:00,"Elementary",NA,0
"Shannondale Elementary School","394","370",93.91,"0","40","38",95,"0",2022-01-15 22:17:00,"Elementary",0,0
"South Knoxville Elementary School","179","152",84.92,"0","105","94",89.52,"<89>5\"" style=\""background-color: rgb(224, 224, 224); color: rgb(0, 0, 0); border-bottom-color: rgb(209, 209, 209); text-align: center; min-width: 107.385px; width: 107.385px;\""><89>5",2022-01-15 22:17:00,"Elementary",0,NA
"South-Doyle High School","1023","861",84.16,"0","102","88",86.27,"0",2022-01-15 22:17:00,"High",0,0
"South-Doyle Middle School","794","687",86.52,"<89>15\"" style=\""background-color: rgb(224, 224, 224); color: rgb(0, 0, 0); border-bottom-color: rgb(209, 209, 209); text-align: center; min-width: 124.213px; width: 124.213px;\""><89>15","26","26",100,"<89>5\"" style=\""background-color: rgb(224, 224, 224); color: rgb(0, 0, 0); border-bottom-color: rgb(209, 209, 209); text-align: center; min-width: 107.385px; width: 107.385px;\""><89>5",2022-01-15 22:17:00,"Middle",NA,NA
"Spring Hill Elementary School","486","414",85.19,"<89>5\"" style=\""background-color: transparent; color: rgb(0, 0, 0); border-bottom-color: rgb(209, 209, 209); text-align: center; min-width: 124.213px; width: 124.213px;\""><89>5","69","66",95.65,"0",2022-01-15 22:17:00,"Elementary",NA,0
"Sterchi Elementary School","333","282",84.68,"<89>5\"" style=\""background-color: rgb(224, 224, 224); color: rgb(0, 0, 0); border-bottom-color: rgb(209, 209, 209); text-align: center; min-width: 124.213px; width: 124.213px;\""><89>5","45","41",91.11,"<89>5\"" style=\""background-color: rgb(224, 224, 224); color: rgb(0, 0, 0); border-bottom-color: rgb(209, 209, 209); text-align: center; min-width: 107.385px; width: 107.385px;\""><89>5",2022-01-15 22:17:00,"Elementary",NA,NA
"Sunnyview Primary","217","189",87.1,"0","33","29",87.88,"0",2022-01-15 22:17:00,"Other",0,0
"Vine Middle Magnet","464","381",82.11,"<89>5\"" style=\""background-color: rgb(224, 224, 224); color: rgb(0, 0, 0); border-bottom-color: rgb(209, 209, 209); text-align: center; min-width: 124.213px; width: 124.213px;\""><89>5","58","49",84.48,"<89>5\"" style=\""background-color: rgb(224, 224, 224); color: rgb(0, 0, 0); border-bottom-color: rgb(209, 209, 209); text-align: center; min-width: 107.385px; width: 107.385px;\""><89>5",2022-01-15 22:17:00,"Middle",NA,NA
"West Haven Elementary School","316","286",90.51,"<89>5\"" style=\""background-color: transparent; color: rgb(0, 0, 0); border-bottom-color: rgb(209, 209, 209); text-align: center; min-width: 124.213px; width: 124.213px;\""><89>5","42","36",85.71,"0",2022-01-15 22:17:00,"Elementary",NA,0
"West High School","1514","1318",87.05,"<89>15\"" style=\""background-color: rgb(224, 224, 224); color: rgb(0, 0, 0); border-bottom-color: rgb(209, 209, 209); text-align: center; min-width: 124.213px; width: 124.213px;\""><89>15","117","104",88.89,"0",2022-01-15 22:17:00,"High",NA,0
"West Hills Elementary School","690","608",88.12,"0","94","88",93.62,"<89>5\"" style=\""background-color: transparent; color: rgb(0, 0, 0); border-bottom-color: rgb(209, 209, 209); text-align: center; min-width: 107.385px; width: 107.385px;\""><89>5",2022-01-15 22:17:00,"Elementary",0,NA
"West Valley Middle School","1134","1002",88.36,"<89>30\"" style=\""background-color: rgb(224, 224, 224); color: rgb(0, 0, 0); border-bottom-color: rgb(209, 209, 209); text-align: center; min-width: 124.213px; width: 124.213px;\""><89>30","88","83",94.32,"0",2022-01-15 22:17:00,"Middle",NA,0
"West View Elementary School","197","185",93.91,"0","34","32",94.12,"0",2022-01-15 22:17:00,"Elementary",0,0
"Whittle Springs Middle School","453","374",82.56,"<89>5\"" style=\""background-color: rgb(224, 224, 224); color: rgb(0, 0, 0); border-bottom-color: rgb(209, 209, 209); text-align: center; min-width: 124.213px; width: 124.213px;\""><89>5","57","47",82.46,"<89>5\"" style=\""background-color: rgb(224, 224, 224); color: rgb(0, 0, 0); border-bottom-color: rgb(209, 209, 209); text-align: center; min-width: 107.385px; width: 107.385px;\""><89>5",2022-01-15 22:17:00,"Middle",NA,NA
"A.L. Lotts Elementary School","963","880",91.38,"<89>30\"" style=\""background-color: transparent; color: rgb(0, 0, 0); border-bottom-color: rgb(209, 209, 209); text-align: center; min-width: 124.213px; width: 124.213px;\""><89>30","88","76",86.36,"<89>5\"" style=\""background-color: transparent; color: rgb(0, 0, 0); border-bottom-color: rgb(209, 209, 209); text-align: center; min-width: 107.385px; width: 107.385px;\""><89>5",2022-01-17 22:17:00,"Elementary",NA,NA
"Adrian Burnett Elementary School","500","456",91.2,"<89>5\"" style=\""background-color: rgb(224, 224, 224); color: rgb(0, 0, 0); border-bottom-color: rgb(209, 209, 209); text-align: center; min-width: 124.213px; width: 124.213px;\""><89>5","61","55",90.16,"0",2022-01-17 22:17:00,"Elementary",NA,0
"Amherst Elementary School","661","593",89.71,"<89>15\"" style=\""background-color: transparent; color: rgb(0, 0, 0); border-bottom-color: rgb(209, 209, 209); text-align: center; min-width: 124.213px; width: 124.213px;\""><89>15","81","72",88.89,"<89>5\"" style=\""background-color: transparent; color: rgb(0, 0, 0); border-bottom-color: rgb(209, 209, 209); text-align: center; min-width: 107.385px; width: 107.385px;\""><89>5",2022-01-17 22:17:00,"Elementary",NA,NA
"Austin East Magnet High School","677","585",86.41,"<89>15\"" style=\""background-color: rgb(224, 224, 224); color: rgb(0, 0, 0); border-bottom-color: rgb(209, 209, 209); text-align: center; min-width: 124.213px; width: 124.213px;\""><89>15","102","88",86.27,"<89>5\"" style=\""background-color: rgb(224, 224, 224); color: rgb(0, 0, 0); border-bottom-color: rgb(209, 209, 209); text-align: center; min-width: 107.385px; width: 107.385px;\""><89>5",2022-01-17 22:17:00,"High",NA,NA
"Ball Camp Elementary School","580","524",90.34,"<89>5\"" style=\""background-color: transparent; color: rgb(0, 0, 0); border-bottom-color: rgb(209, 209, 209); text-align: center; min-width: 124.213px; width: 124.213px;\""><89>5","60","51",85,"0",2022-01-17 22:17:00,"Elementary",NA,0
"Bearden Elementary School","332","298",89.76,"<89>5\"" style=\""background-color: rgb(224, 224, 224); color: rgb(0, 0, 0); border-bottom-color: rgb(209, 209, 209); text-align: center; min-width: 124.213px; width: 124.213px;\""><89>5","33","29",87.88,"<89>5\"" style=\""background-color: rgb(224, 224, 224); color: rgb(0, 0, 0); border-bottom-color: rgb(209, 209, 209); text-align: center; min-width: 107.385px; width: 107.385px;\""><89>5",2022-01-17 22:17:00,"Elementary",NA,NA
"Bearden High School","2031","1820",89.61,"<89>15\"" style=\""background-color: transparent; color: rgb(0, 0, 0); border-bottom-color: rgb(209, 209, 209); text-align: center; min-width: 124.213px; width: 124.213px;\""><89>15","157","145",92.36,"0",2022-01-17 22:17:00,"High",NA,0
"Bearden Middle School","1175","1051",89.45,"<89>15\"" style=\""background-color: rgb(224, 224, 224); color: rgb(0, 0, 0); border-bottom-color: rgb(209, 209, 209); text-align: center; min-width: 124.213px; width: 124.213px;\""><89>15","115","103",89.57,"<89>5\"" style=\""background-color: rgb(224, 224, 224); color: rgb(0, 0, 0); border-bottom-color: rgb(209, 209, 209); text-align: center; min-width: 107.385px; width: 107.385px;\""><89>5",2022-01-17 22:17:00,"Middle",NA,NA
"Beaumont Magnet Academy","569","531",93.32,"<89>5\"" style=\""background-color: transparent; color: rgb(0, 0, 0); border-bottom-color: rgb(209, 209, 209); text-align: center; min-width: 124.213px; width: 124.213px;\""><89>5","78","72",92.31,"0",2022-01-17 22:17:00,"Elementary",NA,0
"Belle Morris Elementary School","416","379",91.11,"<89>5\"" style=\""background-color: rgb(224, 224, 224); color: rgb(0, 0, 0); border-bottom-color: rgb(209, 209, 209); text-align: center; min-width: 124.213px; width: 124.213px;\""><89>5","62","52",83.87,"<89>5\"" style=\""background-color: rgb(224, 224, 224); color: rgb(0, 0, 0); border-bottom-color: rgb(209, 209, 209); text-align: center; min-width: 107.385px; width: 107.385px;\""><89>5",2022-01-17 22:17:00,"Elementary",NA,NA
"Blue Grass Elementary School","537","489",91.06,"0","52","46",88.46,"0",2022-01-17 22:17:00,"Elementary",0,0
"Bonny Kate Elementary School","342","301",88.01,"<89>15\"" style=\""background-color: rgb(224, 224, 224); color: rgb(0, 0, 0); border-bottom-color: rgb(209, 209, 209); text-align: center; min-width: 124.213px; width: 124.213px;\""><89>15","48","43",89.58,"0",2022-01-17 22:17:00,"Elementary",NA,0
"Brickey-McCloud Elementary School","834","778",93.29,"<89>5\"" style=\""background-color: transparent; color: rgb(0, 0, 0); border-bottom-color: rgb(209, 209, 209); text-align: center; min-width: 124.213px; width: 124.213px;\""><89>5","109","100",91.74,"0",2022-01-17 22:17:00,"Elementary",NA,0
"Career Magnet Academy At Pellissippi State","248","225",90.73,"0","23","20",86.96,"0",2022-01-17 22:17:00,"High",0,0
"Carter Elementary School","514","445",86.58,"<89>5\"" style=\""background-color: transparent; color: rgb(0, 0, 0); border-bottom-color: rgb(209, 209, 209); text-align: center; min-width: 124.213px; width: 124.213px;\""><89>5","57","52",91.23,"0",2022-01-17 22:17:00,"Elementary",NA,0
"Carter High School","769","674",87.65,"<89>5\"" style=\""background-color: rgb(224, 224, 224); color: rgb(0, 0, 0); border-bottom-color: rgb(209, 209, 209); text-align: center; min-width: 124.213px; width: 124.213px;\""><89>5","79","75",94.94,"0",2022-01-17 22:17:00,"High",NA,0
"Carter Middle School","590","525",88.98,"0","57","44",77.19,"0",2022-01-17 22:17:00,"Middle",0,0
"Cedar Bluff Elementary School","1056","926",87.69,"<89>15\"" style=\""background-color: rgb(224, 224, 224); color: rgb(0, 0, 0); border-bottom-color: rgb(209, 209, 209); text-align: center; min-width: 124.213px; width: 124.213px;\""><89>15","133","111",83.46,"<89>5\"" style=\""background-color: rgb(224, 224, 224); color: rgb(0, 0, 0); border-bottom-color: rgb(209, 209, 209); text-align: center; min-width: 107.385px; width: 107.385px;\""><89>5",2022-01-17 22:17:00,"Elementary",NA,NA
"Cedar Bluff Middle School","572","502",87.76,"<89>5\"" style=\""background-color: transparent; color: rgb(0, 0, 0); border-bottom-color: rgb(209, 209, 209); text-align: center; min-width: 124.213px; width: 124.213px;\""><89>5","55","49",89.09,"0",2022-01-17 22:17:00,"Middle",NA,0
"Central High School","1306","1083",82.92,"<89>15\"" style=\""background-color: rgb(224, 224, 224); color: rgb(0, 0, 0); border-bottom-color: rgb(209, 209, 209); text-align: center; min-width: 124.213px; width: 124.213px;\""><89>15","129","121",93.8,"0",2022-01-17 22:17:00,"High",NA,0
"Chilhowee Intermediate School","192","177",92.19,"<89>15\"" style=\""background-color: transparent; color: rgb(0, 0, 0); border-bottom-color: rgb(209, 209, 209); text-align: center; min-width: 124.213px; width: 124.213px;\""><89>15","26","21",80.77,"0",2022-01-17 22:17:00,"Elementary",NA,0
"Christenberry Elementary School","421","389",92.4,"<89>5\"" style=\""background-color: rgb(224, 224, 224); color: rgb(0, 0, 0); border-bottom-color: rgb(209, 209, 209); text-align: center; min-width: 124.213px; width: 124.213px;\""><89>5","71","67",94.37,"<89>5\"" style=\""background-color: rgb(224, 224, 224); color: rgb(0, 0, 0); border-bottom-color: rgb(209, 209, 209); text-align: center; min-width: 107.385px; width: 107.385px;\""><89>5",2022-01-17 22:17:00,"Elementary",NA,NA
"Copper Ridge Elementary School","432","389",90.05,"<89>5\"" style=\""background-color: transparent; color: rgb(0, 0, 0); border-bottom-color: rgb(209, 209, 209); text-align: center; min-width: 124.213px; width: 124.213px;\""><89>5","61","57",93.44,"<89>5\"" style=\""background-color: transparent; color: rgb(0, 0, 0); border-bottom-color: rgb(209, 209, 209); text-align: center; min-width: 107.385px; width: 107.385px;\""><89>5",2022-01-17 22:17:00,"Elementary",NA,NA
"Corryton Elementary School","205","190",92.68,"<89>15\"" style=\""background-color: rgb(224, 224, 224); color: rgb(0, 0, 0); border-bottom-color: rgb(209, 209, 209); text-align: center; min-width: 124.213px; width: 124.213px;\""><89>15","22","16",72.73,"<89>5\"" style=\""background-color: rgb(224, 224, 224); color: rgb(0, 0, 0); border-bottom-color: rgb(209, 209, 209); text-align: center; min-width: 107.385px; width: 107.385px;\""><89>5",2022-01-17 22:17:00,"Elementary",NA,NA
"Dogwood Elementary School","483","428",88.61,"0","104","97",93.27,"<89>5\"" style=\""background-color: transparent; color: rgb(0, 0, 0); border-bottom-color: rgb(209, 209, 209); text-align: center; min-width: 107.385px; width: 107.385px;\""><89>5",2022-01-17 22:17:00,"Elementary",0,NA
"East Knox County Elementary School","454","400",88.11,"0","55","48",87.27,"0",2022-01-17 22:17:00,"Elementary",0,0
"Farragut High School","2060","1824",88.54,"<89>5\"" style=\""background-color: transparent; color: rgb(0, 0, 0); border-bottom-color: rgb(209, 209, 209); text-align: center; min-width: 124.213px; width: 124.213px;\""><89>5","147","138",93.88,"0",2022-01-17 22:17:00,"High",NA,0
"Farragut Intermediate School","1107","1013",91.51,"<89>5\"" style=\""background-color: rgb(224, 224, 224); color: rgb(0, 0, 0); border-bottom-color: rgb(209, 209, 209); text-align: center; min-width: 124.213px; width: 124.213px;\""><89>5","85","75",88.24,"0",2022-01-17 22:17:00,"Elementary",NA,0
"Farragut Middle School","1400","1275",91.07,"<89>15\"" style=\""background-color: transparent; color: rgb(0, 0, 0); border-bottom-color: rgb(209, 209, 209); text-align: center; min-width: 124.213px; width: 124.213px;\""><89>15","104","93",89.42,"0",2022-01-17 22:17:00,"Middle",NA,0
"Farragut Primary School","962","886",92.1,"0","92","81",88.04,"0",2022-01-17 22:17:00,"Elementary",0,0
"Fountain City Elementary School","379","359",94.72,"<89>5\"" style=\""background-color: transparent; color: rgb(0, 0, 0); border-bottom-color: rgb(209, 209, 209); text-align: center; min-width: 124.213px; width: 124.213px;\""><89>5","39","35",89.74,"<89>5\"" style=\""background-color: transparent; color: rgb(0, 0, 0); border-bottom-color: rgb(209, 209, 209); text-align: center; min-width: 107.385px; width: 107.385px;\""><89>5",2022-01-17 22:17:00,"Elementary",NA,NA
"Fulton High School","912","739",81.03,"0","126","111",88.1,"0",2022-01-17 22:17:00,"High",0,0
"Gap Creek Elementary School","72","60",83.33,"0","17","17",100,"0",2022-01-17 22:17:00,"Elementary",0,0
"Gibbs Elementary School","852","793",93.08,"0","85","81",95.29,"<89>5\"" style=\""background-color: rgb(224, 224, 224); color: rgb(0, 0, 0); border-bottom-color: rgb(209, 209, 209); text-align: center; min-width: 107.385px; width: 107.385px;\""><89>5",2022-01-17 22:17:00,"Elementary",0,NA
"Gibbs High School","1086","958",88.21,"<89>5\"" style=\""background-color: transparent; color: rgb(0, 0, 0); border-bottom-color: rgb(209, 209, 209); text-align: center; min-width: 124.213px; width: 124.213px;\""><89>5","88","79",89.77,"<89>5\"" style=\""background-color: transparent; color: rgb(0, 0, 0); border-bottom-color: rgb(209, 209, 209); text-align: center; min-width: 107.385px; width: 107.385px;\""><89>5",2022-01-17 22:17:00,"High",NA,NA
"Gibbs Middle School","564","520",92.2,"<89>5\"" style=\""background-color: rgb(224, 224, 224); color: rgb(0, 0, 0); border-bottom-color: rgb(209, 209, 209); text-align: center; min-width: 124.213px; width: 124.213px;\""><89>5","49","41",83.67,"<89>5\"" style=\""background-color: rgb(224, 224, 224); color: rgb(0, 0, 0); border-bottom-color: rgb(209, 209, 209); text-align: center; min-width: 107.385px; width: 107.385px;\""><89>5",2022-01-17 22:17:00,"Middle",NA,NA
"Green Magnet Academy School","340","303",89.12,"0","60","55",91.67,"0",2022-01-17 22:17:00,"Elementary",0,0
"Gresham Middle School","774","676",87.34,"<89>5\"" style=\""background-color: rgb(224, 224, 224); color: rgb(0, 0, 0); border-bottom-color: rgb(209, 209, 209); text-align: center; min-width: 124.213px; width: 124.213px;\""><89>5","81","79",97.53,"<89>5\"" style=\""background-color: rgb(224, 224, 224); color: rgb(0, 0, 0); border-bottom-color: rgb(209, 209, 209); text-align: center; min-width: 107.385px; width: 107.385px;\""><89>5",2022-01-17 22:17:00,"Middle",NA,NA
"Halls Elementary School","671","613",91.36,"0","78","69",88.46,"0",2022-01-17 22:17:00,"Elementary",0,0
"Halls High School","1253","1109",88.51,"0","102","90",88.24,"0",2022-01-17 22:17:00,"High",0,0
"Halls Middle School","1048","958",91.41,"0","86","78",90.7,"<89>5\"" style=\""background-color: transparent; color: rgb(0, 0, 0); border-bottom-color: rgb(209, 209, 209); text-align: center; min-width: 107.385px; width: 107.385px;\""><89>5",2022-01-17 22:17:00,"Middle",0,NA
"Hardin Valley Academy","2069","1830",88.45,"<89>30\"" style=\""background-color: rgb(224, 224, 224); color: rgb(0, 0, 0); border-bottom-color: rgb(209, 209, 209); text-align: center; min-width: 124.213px; width: 124.213px;\""><89>30","147","129",87.76,"<89>5\"" style=\""background-color: rgb(224, 224, 224); color: rgb(0, 0, 0); border-bottom-color: rgb(209, 209, 209); text-align: center; min-width: 107.385px; width: 107.385px;\""><89>5",2022-01-17 22:17:00,"High",NA,NA
"Hardin Valley Elememntary School","1305","1206",92.41,"<89>15\"" style=\""background-color: transparent; color: rgb(0, 0, 0); border-bottom-color: rgb(209, 209, 209); text-align: center; min-width: 124.213px; width: 124.213px;\""><89>15","100","80",80,"<89>5\"" style=\""background-color: transparent; color: rgb(0, 0, 0); border-bottom-color: rgb(209, 209, 209); text-align: center; min-width: 107.385px; width: 107.385px;\""><89>5",2022-01-17 22:17:00,"Elementary",NA,NA
"Hardin Valley Middle School","971","890",91.66,"<89>5\"" style=\""background-color: rgb(224, 224, 224); color: rgb(0, 0, 0); border-bottom-color: rgb(209, 209, 209); text-align: center; min-width: 124.213px; width: 124.213px;\""><89>5","79","72",91.14,"<89>5\"" style=\""background-color: rgb(224, 224, 224); color: rgb(0, 0, 0); border-bottom-color: rgb(209, 209, 209); text-align: center; min-width: 107.385px; width: 107.385px;\""><89>5",2022-01-17 22:17:00,"Middle",NA,NA
"Holston Middle School","492","446",90.65,"<89>30\"" style=\""background-color: transparent; color: rgb(0, 0, 0); border-bottom-color: rgb(209, 209, 209); text-align: center; min-width: 124.213px; width: 124.213px;\""><89>30","80","73",91.25,"0",2022-01-17 22:17:00,"Middle",NA,0
"Inskip Elementary School","481","441",91.68,"0","82","71",86.59,"0",2022-01-17 22:17:00,"Elementary",0,0
"Karns Elementary School","1177","1063",90.31,"<89>15\"" style=\""background-color: transparent; color: rgb(0, 0, 0); border-bottom-color: rgb(209, 209, 209); text-align: center; min-width: 124.213px; width: 124.213px;\""><89>15","140","130",92.86,"<89>5\"" style=\""background-color: transparent; color: rgb(0, 0, 0); border-bottom-color: rgb(209, 209, 209); text-align: center; min-width: 107.385px; width: 107.385px;\""><89>5",2022-01-17 22:17:00,"Elementary",NA,NA
"Karns High School","1393","1155",82.91,"<89>30\"" style=\""background-color: rgb(224, 224, 224); color: rgb(0, 0, 0); border-bottom-color: rgb(209, 209, 209); text-align: center; min-width: 124.213px; width: 124.213px;\""><89>30","129","119",92.25,"0",2022-01-17 22:17:00,"High",NA,0
"Karns Middle School","910","767",84.29,"<89>30\"" style=\""background-color: transparent; color: rgb(0, 0, 0); border-bottom-color: rgb(209, 209, 209); text-align: center; min-width: 124.213px; width: 124.213px;\""><89>30","81","75",92.59,"0",2022-01-17 22:17:00,"Middle",NA,0
"Knox Adaptive Education Center","50","35",70,"<89>15\"" style=\""background-color: rgb(224, 224, 224); color: rgb(0, 0, 0); border-bottom-color: rgb(209, 209, 209); text-align: center; min-width: 124.213px; width: 124.213px;\""><89>15","53","37",69.81,"<89>5\"" style=\""background-color: rgb(224, 224, 224); color: rgb(0, 0, 0); border-bottom-color: rgb(209, 209, 209); text-align: center; min-width: 107.385px; width: 107.385px;\""><89>5",2022-01-17 22:17:00,"Other",NA,NA
"L & N Stem Academy","575","512",89.04,"<89>15\"" style=\""background-color: transparent; color: rgb(0, 0, 0); border-bottom-color: rgb(209, 209, 209); text-align: center; min-width: 124.213px; width: 124.213px;\""><89>15","42","38",90.48,"0",2022-01-17 22:17:00,"High",NA,0
"Lonsdale Elementary School","313","287",91.69,"0","74","71",95.95,"0",2022-01-17 22:17:00,"Elementary",0,0
"Maynard Elementary School","118","109",92.37,"0","32","29",90.63,"0",2022-01-17 22:17:00,"Elementary",0,0
"Mooreland Heights Elementary School","316","271",85.76,"<89>5\"" style=\""background-color: rgb(224, 224, 224); color: rgb(0, 0, 0); border-bottom-color: rgb(209, 209, 209); text-align: center; min-width: 124.213px; width: 124.213px;\""><89>5","45","37",82.22,"0",2022-01-17 22:17:00,"Elementary",NA,0
"Mount Olive Elementary School","209","191",91.39,"<89>15\"" style=\""background-color: transparent; color: rgb(0, 0, 0); border-bottom-color: rgb(209, 209, 209); text-align: center; min-width: 124.213px; width: 124.213px;\""><89>15","30","29",96.67,"0",2022-01-17 22:17:00,"Elementary",NA,0
"New Hopewell Elementary School","228","220",96.49,"<89>15\"" style=\""background-color: rgb(224, 224, 224); color: rgb(0, 0, 0); border-bottom-color: rgb(209, 209, 209); text-align: center; min-width: 124.213px; width: 124.213px;\""><89>15","35","34",97.14,"0",2022-01-17 22:17:00,"Elementary",NA,0
"Northshore Elementary School","1095","1034",94.43,"<89>5\"" style=\""background-color: transparent; color: rgb(0, 0, 0); border-bottom-color: rgb(209, 209, 209); text-align: center; min-width: 124.213px; width: 124.213px;\""><89>5","102","94",92.16,"0",2022-01-17 22:17:00,"Elementary",NA,0
"Northwest Middle School","772","704",91.19,"0","113","103",91.15,"0",2022-01-17 22:17:00,"Middle",0,0
"Norwood Elementary School","477","423",88.68,"0","70","66",94.29,"<89>5\"" style=\""background-color: transparent; color: rgb(0, 0, 0); border-bottom-color: rgb(209, 209, 209); text-align: center; min-width: 107.385px; width: 107.385px;\""><89>5",2022-01-17 22:17:00,"Elementary",0,NA
"Paul L. Kelley Volunteer Academy","48","30",62.5,"0","12","11",91.67,"0",2022-01-17 22:17:00,"High",0,0
"Pleasant Ridge Elementary School","286","256",89.51,"<89>15\"" style=\""background-color: transparent; color: rgb(0, 0, 0); border-bottom-color: rgb(209, 209, 209); text-align: center; min-width: 124.213px; width: 124.213px;\""><89>15","34","28",82.35,"0",2022-01-17 22:17:00,"Elementary",NA,0
"Pond Gap Elementary School","361","323",89.47,"<89>5\"" style=\""background-color: rgb(224, 224, 224); color: rgb(0, 0, 0); border-bottom-color: rgb(209, 209, 209); text-align: center; min-width: 124.213px; width: 124.213px;\""><89>5","55","51",92.73,"<89>5\"" style=\""background-color: rgb(224, 224, 224); color: rgb(0, 0, 0); border-bottom-color: rgb(209, 209, 209); text-align: center; min-width: 107.385px; width: 107.385px;\""><89>5",2022-01-17 22:17:00,"Elementary",NA,NA
"Powell Elementary School","775","691",89.16,"<89>15\"" style=\""background-color: transparent; color: rgb(0, 0, 0); border-bottom-color: rgb(209, 209, 209); text-align: center; min-width: 124.213px; width: 124.213px;\""><89>15","77","64",83.12,"<89>5\"" style=\""background-color: transparent; color: rgb(0, 0, 0); border-bottom-color: rgb(209, 209, 209); text-align: center; min-width: 107.385px; width: 107.385px;\""><89>5",2022-01-17 22:17:00,"Elementary",NA,NA
"Powell High School","1308","1134",86.7,"0","122","113",92.62,"0",2022-01-17 22:17:00,"High",0,0
"Powell Middle School School","861","747",86.76,"0","84","75",89.29,"0",2022-01-17 22:17:00,"Middle",0,0
"Richard Yoakley Alternative","107","78",72.9,"0","35","30",85.71,"0",2022-01-17 22:17:00,"Other",0,0
"Ridgedale Alternative","88","68",77.27,"0","77","67",87.01,"0",2022-01-17 22:17:00,"Middle",0,0
"Ritta Elementary School","533","467",87.62,"<89>5\"" style=\""background-color: rgb(224, 224, 224); color: rgb(0, 0, 0); border-bottom-color: rgb(209, 209, 209); text-align: center; min-width: 124.213px; width: 124.213px;\""><89>5","62","51",82.26,"<89>5\"" style=\""background-color: rgb(224, 224, 224); color: rgb(0, 0, 0); border-bottom-color: rgb(209, 209, 209); text-align: center; min-width: 107.385px; width: 107.385px;\""><89>5",2022-01-17 22:17:00,"Elementary",NA,NA
"Rocky Hill Elementary School","698","672",96.28,"<89>15\"" style=\""background-color: transparent; color: rgb(0, 0, 0); border-bottom-color: rgb(209, 209, 209); text-align: center; min-width: 124.213px; width: 124.213px;\""><89>15","79","71",89.87,"0",2022-01-17 22:17:00,"Elementary",NA,0
"Sam E. Hill Primary School","152","142",93.42,"0","40","33",82.5,"<89>5\"" style=\""background-color: rgb(224, 224, 224); color: rgb(0, 0, 0); border-bottom-color: rgb(209, 209, 209); text-align: center; min-width: 107.385px; width: 107.385px;\""><89>5",2022-01-17 22:17:00,"Other",0,NA
"Sarah Moore Greene Magnet Academy","487","435",89.32,"<89>5\"" style=\""background-color: transparent; color: rgb(0, 0, 0); border-bottom-color: rgb(209, 209, 209); text-align: center; min-width: 124.213px; width: 124.213px;\""><89>5","93","84",90.32,"<89>5\"" style=\""background-color: transparent; color: rgb(0, 0, 0); border-bottom-color: rgb(209, 209, 209); text-align: center; min-width: 107.385px; width: 107.385px;\""><89>5",2022-01-17 22:17:00,"Elementary",NA,NA
"Sequoyah Elementary School","470","435",92.55,"<89>5\"" style=\""background-color: rgb(224, 224, 224); color: rgb(0, 0, 0); border-bottom-color: rgb(209, 209, 209); text-align: center; min-width: 124.213px; width: 124.213px;\""><89>5","46","44",95.65,"0",2022-01-17 22:17:00,"Elementary",NA,0
"Shannondale Elementary School","394","370",93.91,"0","40","38",95,"0",2022-01-17 22:17:00,"Elementary",0,0
"South Knoxville Elementary School","179","152",84.92,"0","105","94",89.52,"<89>5\"" style=\""background-color: rgb(224, 224, 224); color: rgb(0, 0, 0); border-bottom-color: rgb(209, 209, 209); text-align: center; min-width: 107.385px; width: 107.385px;\""><89>5",2022-01-17 22:17:00,"Elementary",0,NA
"South-Doyle High School","1023","861",84.16,"0","102","88",86.27,"0",2022-01-17 22:17:00,"High",0,0
"South-Doyle Middle School","794","687",86.52,"<89>15\"" style=\""background-color: rgb(224, 224, 224); color: rgb(0, 0, 0); border-bottom-color: rgb(209, 209, 209); text-align: center; min-width: 124.213px; width: 124.213px;\""><89>15","26","26",100,"<89>5\"" style=\""background-color: rgb(224, 224, 224); color: rgb(0, 0, 0); border-bottom-color: rgb(209, 209, 209); text-align: center; min-width: 107.385px; width: 107.385px;\""><89>5",2022-01-17 22:17:00,"Middle",NA,NA
