"School","Student_Enrolled","Student_Present","Student_Present_Percent","Student_Active_Cases","Staff_Employed","Staff_Present","Staff_Present_Percent","Staff_Active_Cases","Date","Level","Student_Maximum_Active_Cases","Staff_Maximum_Active_Cases"
"Copper Ridge Elementary School","432","406",93.98,"<89>5\"" style=\""background-color: transparent; color: rgb(0, 0, 0); border-bottom-color: rgb(209, 209, 209); text-align: center; min-width: 124.213px; width: 124.213px;\""><89>5","61","58",95.08,"0",2021-10-21 22:17:00,"Elementary",NA,0
"Corryton Elementary School","205","195",95.12,"0","22","21",95.45,"0",2021-10-21 22:17:00,"Elementary",0,0
"Dogwood Elementary School","479","453",94.57,"<89>5\"" style=\""background-color: transparent; color: rgb(0, 0, 0); border-bottom-color: rgb(209, 209, 209); text-align: center; min-width: 124.213px; width: 124.213px;\""><89>5","104","104",100,"0",2021-10-21 22:17:00,"Elementary",NA,0
"East Knox County Elementary School","454","424",93.39,"0","55","48",87.27,"0",2021-10-21 22:17:00,"Elementary",0,0
"Farragut High School","2060","1962",95.24,"0","147","140",95.24,"0",2021-10-21 22:17:00,"High",0,0
"Farragut Intermediate School","1105","1075",97.29,"0","85","72",84.71,"0",2021-10-21 22:17:00,"Elementary",0,0
"Farragut Middle School","1407","1365",97.01,"0","104","95",91.35,"0",2021-10-21 22:17:00,"Middle",0,0
"Farragut Primary School","952","910",95.59,"<89>5\"" style=\""background-color: rgb(224, 224, 224); color: rgb(0, 0, 0); border-bottom-color: rgb(209, 209, 209); text-align: center; min-width: 124.213px; width: 124.213px;\""><89>5","92","81",88.04,"0",2021-10-21 22:17:00,"Elementary",NA,0
"Fountain City Elementary School","382","363",95.03,"0","39","34",87.18,"<89>5\"" style=\""background-color: transparent; color: rgb(0, 0, 0); border-bottom-color: rgb(209, 209, 209); text-align: center; min-width: 107.385px; width: 107.385px;\""><89>5",2021-10-21 22:17:00,"Elementary",0,NA
"Fulton High School","922","764",82.86,"0","126","116",92.06,"0",2021-10-21 22:17:00,"High",0,0
"Gap Creek Elementary School","71","70",98.59,"0","17","17",100,"0",2021-10-21 22:17:00,"Elementary",0,0
"Gibbs Elementary School","855","807",94.39,"<89>5\"" style=\""background-color: rgb(224, 224, 224); color: rgb(0, 0, 0); border-bottom-color: rgb(209, 209, 209); text-align: center; min-width: 124.213px; width: 124.213px;\""><89>5","85","80",94.12,"0",2021-10-21 22:17:00,"Elementary",NA,0
"Gibbs High School","1097","1001",91.25,"<89>5\"" style=\""background-color: transparent; color: rgb(0, 0, 0); border-bottom-color: rgb(209, 209, 209); text-align: center; min-width: 124.213px; width: 124.213px;\""><89>5","88","81",92.05,"0",2021-10-21 22:17:00,"High",NA,0
"Gibbs Middle School","576","530",92.01,"<89>5\"" style=\""background-color: rgb(224, 224, 224); color: rgb(0, 0, 0); border-bottom-color: rgb(209, 209, 209); text-align: center; min-width: 124.213px; width: 124.213px;\""><89>5","49","44",89.8,"0",2021-10-21 22:17:00,"Middle",NA,0
"Green Magnet Academy School","329","286",86.93,"0","60","58",96.67,"0",2021-10-21 22:17:00,"Elementary",0,0
"Gresham Middle School","783","729",93.1,"0","81","77",95.06,"0",2021-10-21 22:17:00,"Middle",0,0
"Halls Elementary School","666","626",93.99,"<89>5\"" style=\""background-color: transparent; color: rgb(0, 0, 0); border-bottom-color: rgb(209, 209, 209); text-align: center; min-width: 124.213px; width: 124.213px;\""><89>5","78","70",89.74,"0",2021-10-21 22:17:00,"Elementary",NA,0
"Halls High School","1264","1149",90.9,"0","102","93",91.18,"0",2021-10-21 22:17:00,"High",0,0
"Halls Middle School","1040","979",94.13,"<89>5\"" style=\""background-color: transparent; color: rgb(0, 0, 0); border-bottom-color: rgb(209, 209, 209); text-align: center; min-width: 124.213px; width: 124.213px;\""><89>5","86","83",96.51,"0",2021-10-21 22:17:00,"Middle",NA,0
"Hardin Valley Academy","2082","1912",91.83,"0","147","137",93.2,"0",2021-10-21 22:17:00,"High",0,0
"Hardin Valley Elememntary School","1288","1229",95.42,"0","100","78",78,"0",2021-10-21 22:17:00,"Elementary",0,0
"Hardin Valley Middle School","963","918",95.33,"0","79","74",93.67,"0",2021-10-21 22:17:00,"Middle",0,0
"Holston Middle School","496","462",93.15,"<89>5\"" style=\""background-color: transparent; color: rgb(0, 0, 0); border-bottom-color: rgb(209, 209, 209); text-align: center; min-width: 124.213px; width: 124.213px;\""><89>5","80","75",93.75,"0",2021-10-21 22:17:00,"Middle",NA,0
"Inskip Elementary School","478","456",95.4,"0","82","77",93.9,"0",2021-10-21 22:17:00,"Elementary",0,0
"Karns Elementary School","1171","1097",93.68,"<89>5\"" style=\""background-color: transparent; color: rgb(0, 0, 0); border-bottom-color: rgb(209, 209, 209); text-align: center; min-width: 124.213px; width: 124.213px;\""><89>5","140","131",93.57,"0",2021-10-21 22:17:00,"Elementary",NA,0
"Karns High School","1405","1224",87.12,"<89>5\"" style=\""background-color: rgb(224, 224, 224); color: rgb(0, 0, 0); border-bottom-color: rgb(209, 209, 209); text-align: center; min-width: 124.213px; width: 124.213px;\""><89>5","129","123",95.35,"0",2021-10-21 22:17:00,"High",NA,0
"Karns Middle School","920","868",94.35,"0","81","75",92.59,"0",2021-10-21 22:17:00,"Middle",0,0
"Knox Adaptive Education Center","52","38",73.08,"0","53","41",77.36,"0",2021-10-21 22:17:00,"Other",0,0
"L & N Stem Academy","577","551",95.49,"0","42","38",90.48,"0",2021-10-21 22:17:00,"High",0,0
"Lonsdale Elementary School","318","297",93.4,"0","74","69",93.24,"0",2021-10-21 22:17:00,"Elementary",0,0
"Maynard Elementary School","110","104",94.55,"0","32","31",96.88,"0",2021-10-21 22:17:00,"Elementary",0,0
"Mooreland Heights Elementary School","314","289",92.04,"<89>5\"" style=\""background-color: rgb(224, 224, 224); color: rgb(0, 0, 0); border-bottom-color: rgb(209, 209, 209); text-align: center; min-width: 124.213px; width: 124.213px;\""><89>5","45","40",88.89,"0",2021-10-21 22:17:00,"Elementary",NA,0
"Mount Olive Elementary School","199","184",92.46,"0","30","26",86.67,"0",2021-10-21 22:17:00,"Elementary",0,0
"New Hopewell Elementary School","222","210",94.59,"0","35","32",91.43,"0",2021-10-21 22:17:00,"Elementary",0,0
"Northshore Elementary School","1084","1056",97.42,"0","102","99",97.06,"<89>5\"" style=\""background-color: transparent; color: rgb(0, 0, 0); border-bottom-color: rgb(209, 209, 209); text-align: center; min-width: 107.385px; width: 107.385px;\""><89>5",2021-10-21 22:17:00,"Elementary",0,NA
"Northwest Middle School","775","715",92.26,"<89>5\"" style=\""background-color: rgb(224, 224, 224); color: rgb(0, 0, 0); border-bottom-color: rgb(209, 209, 209); text-align: center; min-width: 124.213px; width: 124.213px;\""><89>5","113","105",92.92,"<89>5\"" style=\""background-color: rgb(224, 224, 224); color: rgb(0, 0, 0); border-bottom-color: rgb(209, 209, 209); text-align: center; min-width: 107.385px; width: 107.385px;\""><89>5",2021-10-21 22:17:00,"Middle",NA,NA
"Norwood Elementary School","472","445",94.28,"0","70","65",92.86,"0",2021-10-21 22:17:00,"Elementary",0,0
"Paul L. Kelley Volunteer Academy","79","67",84.81,"0","12","11",91.67,"0",2021-10-21 22:17:00,"High",0,0
"Pleasant Ridge Elementary School","284","274",96.48,"<89>5\"" style=\""background-color: transparent; color: rgb(0, 0, 0); border-bottom-color: rgb(209, 209, 209); text-align: center; min-width: 124.213px; width: 124.213px;\""><89>5","34","33",97.06,"0",2021-10-21 22:17:00,"Elementary",NA,0
"Pond Gap Elementary School","360","332",92.22,"<89>5\"" style=\""background-color: rgb(224, 224, 224); color: rgb(0, 0, 0); border-bottom-color: rgb(209, 209, 209); text-align: center; min-width: 124.213px; width: 124.213px;\""><89>5","55","53",96.36,"0",2021-10-21 22:17:00,"Elementary",NA,0
"Powell Elementary School","779","729",93.58,"<89>5\"" style=\""background-color: transparent; color: rgb(0, 0, 0); border-bottom-color: rgb(209, 209, 209); text-align: center; min-width: 124.213px; width: 124.213px;\""><89>5","77","73",94.81,"0",2021-10-21 22:17:00,"Elementary",NA,0
"Powell High School","1334","1195",89.58,"<89>5\"" style=\""background-color: rgb(224, 224, 224); color: rgb(0, 0, 0); border-bottom-color: rgb(209, 209, 209); text-align: center; min-width: 124.213px; width: 124.213px;\""><89>5","122","117",95.9,"<89>5\"" style=\""background-color: rgb(224, 224, 224); color: rgb(0, 0, 0); border-bottom-color: rgb(209, 209, 209); text-align: center; min-width: 107.385px; width: 107.385px;\""><89>5",2021-10-21 22:17:00,"High",NA,NA
"Powell Middle School School","867","824",95.04,"<89>5\"" style=\""background-color: transparent; color: rgb(0, 0, 0); border-bottom-color: rgb(209, 209, 209); text-align: center; min-width: 124.213px; width: 124.213px;\""><89>5","84","78",92.86,"0",2021-10-21 22:17:00,"Middle",NA,0
"Richard Yoakley Alternative","125","96",76.8,"0","35","32",91.43,"0",2021-10-21 22:17:00,"Other",0,0
"Ridgedale Alternative","73","63",86.3,"0","77","68",88.31,"0",2021-10-21 22:17:00,"Middle",0,0
"Ritta Elementary School","539","505",93.69,"0","62","57",91.94,"0",2021-10-21 22:17:00,"Elementary",0,0
"Rocky Hill Elementary School","704","680",96.59,"0","79","75",94.94,"0",2021-10-21 22:17:00,"Elementary",0,0
"Sam E. Hill Primary School","155","145",93.55,"0","40","40",100,"0",2021-10-21 22:17:00,"Other",0,0
"Sarah Moore Greene Magnet Academy","499","459",91.98,"<89>5\"" style=\""background-color: transparent; color: rgb(0, 0, 0); border-bottom-color: rgb(209, 209, 209); text-align: center; min-width: 124.213px; width: 124.213px;\""><89>5","93","88",94.62,"0",2021-10-21 22:17:00,"Elementary",NA,0
"Sequoyah Elementary School","471","442",93.84,"<89>5\"" style=\""background-color: rgb(224, 224, 224); color: rgb(0, 0, 0); border-bottom-color: rgb(209, 209, 209); text-align: center; min-width: 124.213px; width: 124.213px;\""><89>5","46","41",89.13,"<89>5\"" style=\""background-color: rgb(224, 224, 224); color: rgb(0, 0, 0); border-bottom-color: rgb(209, 209, 209); text-align: center; min-width: 107.385px; width: 107.385px;\""><89>5",2021-10-21 22:17:00,"Elementary",NA,NA
"Shannondale Elementary School","388","376",96.91,"<89>5\"" style=\""background-color: transparent; color: rgb(0, 0, 0); border-bottom-color: rgb(209, 209, 209); text-align: center; min-width: 124.213px; width: 124.213px;\""><89>5","40","39",97.5,"0",2021-10-21 22:17:00,"Elementary",NA,0
"South Knoxville Elementary School","186","175",94.09,"0","105","94",89.52,"0",2021-10-21 22:17:00,"Elementary",0,0
"South-Doyle High School","1041","903",86.74,"<89>5\"" style=\""background-color: transparent; color: rgb(0, 0, 0); border-bottom-color: rgb(209, 209, 209); text-align: center; min-width: 124.213px; width: 124.213px;\""><89>5","102","96",94.12,"0",2021-10-21 22:17:00,"High",NA,0
"South-Doyle Middle School","809","739",91.35,"0","26","25",96.15,"<89>5\"" style=\""background-color: rgb(224, 224, 224); color: rgb(0, 0, 0); border-bottom-color: rgb(209, 209, 209); text-align: center; min-width: 107.385px; width: 107.385px;\""><89>5",2021-10-21 22:17:00,"Middle",0,NA
"Spring Hill Elementary School","472","440",93.22,"0","69","63",91.3,"0",2021-10-21 22:17:00,"Elementary",0,0
"Sterchi Elementary School","343","312",90.96,"<89>5\"" style=\""background-color: rgb(224, 224, 224); color: rgb(0, 0, 0); border-bottom-color: rgb(209, 209, 209); text-align: center; min-width: 124.213px; width: 124.213px;\""><89>5","45","43",95.56,"<89>5\"" style=\""background-color: rgb(224, 224, 224); color: rgb(0, 0, 0); border-bottom-color: rgb(209, 209, 209); text-align: center; min-width: 107.385px; width: 107.385px;\""><89>5",2021-10-21 22:17:00,"Elementary",NA,NA
"Sunnyview Primary","228","210",92.11,"0","33","30",90.91,"0",2021-10-21 22:17:00,"Other",0,0
"Vine Middle Magnet","445","397",89.21,"0","58","52",89.66,"0",2021-10-21 22:17:00,"Middle",0,0
"West Haven Elementary School","321","311",96.88,"0","42","36",85.71,"0",2021-10-21 22:17:00,"Elementary",0,0
"West High School","1524","1399",91.8,"0","117","115",98.29,"0",2021-10-21 22:17:00,"High",0,0
"West Hills Elementary School","696","666",95.69,"0","94","88",93.62,"0",2021-10-21 22:17:00,"Elementary",0,0
"West Valley Middle School","1128","1065",94.41,"<89>5\"" style=\""background-color: rgb(224, 224, 224); color: rgb(0, 0, 0); border-bottom-color: rgb(209, 209, 209); text-align: center; min-width: 124.213px; width: 124.213px;\""><89>5","88","81",92.05,"0",2021-10-21 22:17:00,"Middle",NA,0
"West View Elementary School","199","193",96.98,"0","34","33",97.06,"0",2021-10-21 22:17:00,"Elementary",0,0
"Whittle Springs Middle School","458","406",88.65,"0","57","52",91.23,"0",2021-10-21 22:17:00,"Middle",0,0
"A.L. Lotts Elementary School","954","918",96.23,"0","88","77",87.5,"0",2021-10-22 22:17:01,"Elementary",0,0
"Adrian Burnett Elementary School","494","448",90.69,"<89>5\"" style=\""background-color: rgb(224, 224, 224); color: rgb(0, 0, 0); border-bottom-color: rgb(209, 209, 209); text-align: center; min-width: 124.213px; width: 124.213px;\""><89>5","61","56",91.8,"0",2021-10-22 22:17:01,"Elementary",NA,0
"Amherst Elementary School","654","628",96.02,"0","81","72",88.89,"0",2021-10-22 22:17:01,"Elementary",0,0
"Austin East Magnet High School","667","559",83.81,"0","102","86",84.31,"<89>5\"" style=\""background-color: rgb(224, 224, 224); color: rgb(0, 0, 0); border-bottom-color: rgb(209, 209, 209); text-align: center; min-width: 107.385px; width: 107.385px;\""><89>5",2021-10-22 22:17:01,"High",0,NA
"Ball Camp Elementary School","585","543",92.82,"0","60","55",91.67,"0",2021-10-22 22:17:01,"Elementary",0,0
"Bearden Elementary School","339","324",95.58,"0","33","29",87.88,"0",2021-10-22 22:17:01,"Elementary",0,0
"Bearden High School","2038","1891",92.79,"<89>5\"" style=\""background-color: transparent; color: rgb(0, 0, 0); border-bottom-color: rgb(209, 209, 209); text-align: center; min-width: 124.213px; width: 124.213px;\""><89>5","157","147",93.63,"<89>5\"" style=\""background-color: transparent; color: rgb(0, 0, 0); border-bottom-color: rgb(209, 209, 209); text-align: center; min-width: 107.385px; width: 107.385px;\""><89>5",2021-10-22 22:17:01,"High",NA,NA
"Bearden Middle School","1196","1117",93.39,"<89>15\"" style=\""background-color: rgb(224, 224, 224); color: rgb(0, 0, 0); border-bottom-color: rgb(209, 209, 209); text-align: center; min-width: 124.213px; width: 124.213px;\""><89>15","115","105",91.3,"<89>5\"" style=\""background-color: rgb(224, 224, 224); color: rgb(0, 0, 0); border-bottom-color: rgb(209, 209, 209); text-align: center; min-width: 107.385px; width: 107.385px;\""><89>5",2021-10-22 22:17:01,"Middle",NA,NA
"Beaumont Magnet Academy","563","520",92.36,"0","78","69",88.46,"<89>5\"" style=\""background-color: transparent; color: rgb(0, 0, 0); border-bottom-color: rgb(209, 209, 209); text-align: center; min-width: 107.385px; width: 107.385px;\""><89>5",2021-10-22 22:17:01,"Elementary",0,NA
"Belle Morris Elementary School","419","384",91.65,"<89>5\"" style=\""background-color: rgb(224, 224, 224); color: rgb(0, 0, 0); border-bottom-color: rgb(209, 209, 209); text-align: center; min-width: 124.213px; width: 124.213px;\""><89>5","62","56",90.32,"0",2021-10-22 22:17:01,"Elementary",NA,0
"Blue Grass Elementary School","533","508",95.31,"0","52","49",94.23,"0",2021-10-22 22:17:01,"Elementary",0,0
"Bonny Kate Elementary School","344","325",94.48,"0","48","45",93.75,"0",2021-10-22 22:17:01,"Elementary",0,0
"Brickey-McCloud Elementary School","824","759",92.11,"<89>5\"" style=\""background-color: transparent; color: rgb(0, 0, 0); border-bottom-color: rgb(209, 209, 209); text-align: center; min-width: 124.213px; width: 124.213px;\""><89>5","109","105",96.33,"0",2021-10-22 22:17:01,"Elementary",NA,0
"Career Magnet Academy At Pellissippi State","253","233",92.09,"0","23","21",91.3,"0",2021-10-22 22:17:01,"High",0,0
"Carter Elementary School","518","482",93.05,"0","57","52",91.23,"0",2021-10-22 22:17:01,"Elementary",0,0
"Carter High School","779","696",89.35,"<89>5\"" style=\""background-color: rgb(224, 224, 224); color: rgb(0, 0, 0); border-bottom-color: rgb(209, 209, 209); text-align: center; min-width: 124.213px; width: 124.213px;\""><89>5","79","72",91.14,"0",2021-10-22 22:17:01,"High",NA,0
"Carter Middle School","585","531",90.77,"0","57","49",85.96,"0",2021-10-22 22:17:01,"Middle",0,0
"Cedar Bluff Elementary School","1060","984",92.83,"0","133","116",87.22,"0",2021-10-22 22:17:01,"Elementary",0,0
"Cedar Bluff Middle School","559","534",95.53,"0","55","51",92.73,"0",2021-10-22 22:17:01,"Middle",0,0
"Central High School","1319","1149",87.11,"<89>5\"" style=\""background-color: rgb(224, 224, 224); color: rgb(0, 0, 0); border-bottom-color: rgb(209, 209, 209); text-align: center; min-width: 124.213px; width: 124.213px;\""><89>5","129","115",89.15,"0",2021-10-22 22:17:01,"High",NA,0
"Chilhowee Intermediate School","196","180",91.84,"0","26","22",84.62,"<89>5\"" style=\""background-color: transparent; color: rgb(0, 0, 0); border-bottom-color: rgb(209, 209, 209); text-align: center; min-width: 107.385px; width: 107.385px;\""><89>5",2021-10-22 22:17:01,"Elementary",0,NA
"Christenberry Elementary School","429","400",93.24,"<89>5\"" style=\""background-color: rgb(224, 224, 224); color: rgb(0, 0, 0); border-bottom-color: rgb(209, 209, 209); text-align: center; min-width: 124.213px; width: 124.213px;\""><89>5","71","68",95.77,"0",2021-10-22 22:17:01,"Elementary",NA,0
"Copper Ridge Elementary School","427","399",93.44,"<89>5\"" style=\""background-color: transparent; color: rgb(0, 0, 0); border-bottom-color: rgb(209, 209, 209); text-align: center; min-width: 124.213px; width: 124.213px;\""><89>5","61","59",96.72,"0",2021-10-22 22:17:01,"Elementary",NA,0
"Corryton Elementary School","204","192",94.12,"0","22","21",95.45,"0",2021-10-22 22:17:01,"Elementary",0,0
"Dogwood Elementary School","480","453",94.38,"<89>5\"" style=\""background-color: transparent; color: rgb(0, 0, 0); border-bottom-color: rgb(209, 209, 209); text-align: center; min-width: 124.213px; width: 124.213px;\""><89>5","104","102",98.08,"0",2021-10-22 22:17:01,"Elementary",NA,0
